product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code,llm_validation,llm_confidence,llm_reason,llm_api_time_ms
آش و سوپ,آش دوغ یک نفره,آش دوغ,دوغ محلی ملس، سبزیجات مخصوص، نعنا داغ، در ظرف گیاهی ( بدون نان و قاشق)	,Restaurant,حلیم و آش,1578855,155000,یک نفره,54gw82,YES,1.0,"The product 'آش دوغ' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش دوغ دو نفره,آش دوغ,دوغ محلی ملس، سبزیجات مخصوص، نعنا داغ، در ظرف گیاهی ( بدون نان و قاشق)	,Restaurant,حلیم و آش,1578856,255000,دو نفره,54gw82,YES,1.0,"The product 'آش دوغ' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش شله قلمکار یک نفره,آش شله قلمکار,با تزئین پیاز داغ و نعنا، بسیار خوشمزه و منحصر به فرد، بدون نان و قاشق	,Restaurant,حلیم و آش,1578857,175500,یک نفره,54gw82,YES,1.0,"The product 'آش شله قلمکار' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش شله قلمکار دو نفره,آش شله قلمکار,با تزئین پیاز داغ و نعنا، بسیار خوشمزه و منحصر به فرد، بدون نان و قاشق	,Restaurant,حلیم و آش,1578858,275500,دو نفره,54gw82,YES,1.0,"The product 'آش شله قلمکار' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش رشته دو نفره,آش رشته,"آش رشته با تزئین کشک پاستوریزه، پیاز داغ، سیر داغ، نعنا داغ، بدون نان و قاشق	
",Restaurant,حلیم و آش,690238,275500,دو نفره,54gw82,YES,1.0,"The product 'آش رشته' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش جو یک نفره,آش جو,آش جو، کشک بسته بندی، نان بسته بندی، ظرف بسته بندی بهداشتی مایکروویوی، پک کاتلری,Restaurant,حلیم و آش,690257,145500,یک نفره,54gw82,YES,1.0,"The product 'آش جو' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش جو دو نفره,آش جو,آش جو، کشک بسته بندی، نان بسته بندی، ظرف بسته بندی بهداشتی مایکروویوی، پک کاتلری,Restaurant,حلیم و آش,690258,235000,دو نفره,54gw82,YES,1.0,"The product 'آش جو' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
حلیم,حلیم مخصوص یک نفره,حلیم مخصوص,"با تزئین شکر، دارچین، کنجد، در ظرف گیاهی، بدون نان و قاشق	
",Restaurant,حلیم و آش,477129,195500,یک نفره,216xg5,YES,1.0,"The product 'حلیم مخصوص' is a type of 'حلیم' and clearly matches the 'انواع حلیم' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
حلیم,حلیم مخصوص دو نفره,حلیم مخصوص,"با تزئین شکر، دارچین، کنجد، در ظرف گیاهی، بدون نان و قاشق	
",Restaurant,حلیم و آش,477130,295500,دو نفره,216xg5,YES,1.0,"The product 'حلیم مخصوص' is a type of 'حلیم' and clearly matches the 'انواع حلیم' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش دوغ یک نفره,آش دوغ,دوغ محلی ملس، سبزیجات مخصوص، نعنا داغ، در ظرف گیاهی ( بدون نان و قاشق)	,Restaurant,حلیم و آش,1578845,155000,یک نفره,216xg5,YES,1.0,"The product 'آش دوغ' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش دوغ دو نفره,آش دوغ,دوغ محلی ملس، سبزیجات مخصوص، نعنا داغ، در ظرف گیاهی ( بدون نان و قاشق)	,Restaurant,حلیم و آش,1578846,255000,دو نفره,216xg5,YES,1.0,"The product 'آش دوغ' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش شله قلمکار یک نفره,آش شله قلمکار,با تزئین پیاز داغ و نعنا، بسیار خوشمزه و منحصر به فرد، بدون نان و قاشق	,Restaurant,حلیم و آش,1578847,175500,یک نفره,216xg5,YES,1.0,"The product 'آش شله قلمکار' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش شله قلمکار دو نفره,آش شله قلمکار,با تزئین پیاز داغ و نعنا، بسیار خوشمزه و منحصر به فرد، بدون نان و قاشق	,Restaurant,حلیم و آش,1578848,275500,دو نفره,216xg5,YES,1.0,"The product 'آش شله قلمکار' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش رشته یک نفره,آش رشته,"آش رشته با تزئین کشک پاستوریزه، پیاز داغ، سیر داغ، نعنا داغ، بدون نان و قاشق	
",Restaurant,حلیم و آش,690226,175500,یک نفره,216xg5,YES,1.0,"The product 'آش رشته' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش رشته دو نفره,آش رشته,"آش رشته با تزئین کشک پاستوریزه، پیاز داغ، سیر داغ، نعنا داغ، بدون نان و قاشق	
",Restaurant,حلیم و آش,690227,275500,دو نفره,216xg5,YES,1.0,"The product 'آش رشته' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش جو یک نفره,آش جو,آش جو، کشک بسته بندی، نان بسته بندی، ظرف بسته بندی بهداشتی مایکروویوی، پک کاتلری,Restaurant,حلیم و آش,690230,145500,یک نفره,216xg5,YES,1.0,"The product 'آش جو' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و سوپ,آش جو دو نفره,آش جو,آش جو، کشک بسته بندی، نان بسته بندی، ظرف بسته بندی بهداشتی مایکروویوی، پک کاتلری,Restaurant,حلیم و آش,690231,235000,دو نفره,216xg5,YES,1.0,"The product 'آش جو' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و حلیم,آش سبزی  یک کیلوگرم بدون ظرف,آش سبزی ,یک کیلوگرم، یک نخود، لوبیا، عدس، گوشت گوسفندی، ترخون، بدون نان,Restaurant,حلیم و آش,135078,115000,یک کیلوگرم بدون ظرف,5wzyw2,YES,1.0,"The product 'آش سبزی' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و حلیم,آش سبزی  یک کیلوگرم با ظرف,آش سبزی ,یک کیلوگرم، یک نخود، لوبیا، عدس، گوشت گوسفندی، ترخون، بدون نان,Restaurant,حلیم و آش,135079,120000,یک کیلوگرم با ظرف,5wzyw2,YES,1.0,"The product 'آش سبزی' is a type of 'آش' and clearly matches the 'انواع آش' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و حلیم,حلیم گندم یک کیلوگرم بدون ظرف,حلیم گندم,حلیم گندم با گوشت گوسفندی ریش ریش شده، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135080,90000,یک کیلوگرم بدون ظرف,5wzyw2,YES,1.0,"The product 'حلیم گندم' is a type of 'حلیم' and clearly matches the 'انواع حلیم' inclusion rule, while not being 'حلیم بادمجان' or 'انواع سوپ'.",18064
آش و حلیم,حلیم گندم یک کیلوگرم با ظرف,حلیم گندم,حلیم گندم با گوشت گوسفندی ریش ریش شده، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135081,93000,یک کیلوگرم با ظرف,5wzyw2,YES,1.0,The product 'حلیم گندم' clearly matches 'انواع حلیم صبحانه' in INCLUDES and does not match any EXCLUDES rules.,19986
آش و حلیم,حلیم بادمجان درجه یک با مغز گردو یک کیلوگرم بدون ظرف,حلیم بادمجان درجه یک با مغز گردو,گوشت گوسفندی ریش ریش شده، بادمجان آبپز، مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135082,110000,یک کیلوگرم بدون ظرف,5wzyw2,NO,1.0,The product 'حلیم بادمجان' is explicitly listed in the EXCLUDES rules.,19986
آش و حلیم,حلیم بادمجان درجه یک با مغز گردو یک کیلوگرم با ظرف,حلیم بادمجان درجه یک با مغز گردو,گوشت گوسفندی ریش ریش شده، بادمجان آبپز، مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135083,115000,یک کیلوگرم با ظرف,5wzyw2,NO,1.0,The product 'حلیم بادمجان' is explicitly listed in the EXCLUDES rules.,19986
آش و حلیم,حلیم بادمجان درجه یک بدون مغز گردو یک کیلوگرم بدون ظرف,حلیم بادمجان درجه یک بدون مغز گردو,گوشت گوسفندی ریش ریش شده، بادمجان آبپز، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135084,100000,یک کیلوگرم بدون ظرف,5wzyw2,NO,1.0,The product 'حلیم بادمجان' is explicitly listed in the EXCLUDES rules.,19986
آش و حلیم,حلیم بادمجان درجه یک بدون مغز گردو یک کیلوگرم با ظرف,حلیم بادمجان درجه یک بدون مغز گردو,گوشت گوسفندی ریش ریش شده، بادمجان آبپز، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135085,105000,یک کیلوگرم با ظرف,5wzyw2,NO,1.0,The product 'حلیم بادمجان' is explicitly listed in the EXCLUDES rules.,19986
آش و حلیم,آش رشته شیرازی یک کیلوگرم بدون ظرف,آش رشته شیرازی,آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، سیر داغ، نعنا داغ، نان، ارائه در ظرف بهداشتی، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135086,70000,یک کیلوگرم بدون ظرف,5wzyw2,YES,1.0,The product 'آش رشته' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش و حلیم,آش رشته شیرازی یک کیلوگرم با ظرف,آش رشته شیرازی,آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، سیر داغ، نعنا داغ، نان، ارائه در ظرف بهداشتی، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135087,75000,یک کیلوگرم با ظرف,5wzyw2,YES,1.0,The product 'آش رشته' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش و حلیم,آش کازرونی یک کیلوگرم بدون ظرف,آش کازرونی,,Restaurant,حلیم و آش,135088,90000,یک کیلوگرم بدون ظرف,5wzyw2,YES,1.0,The product 'آش کازرونی' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش و حلیم,آش کازرونی یک کیلوگرم با ظرف,آش کازرونی,,Restaurant,حلیم و آش,135089,93000,یک کیلوگرم با ظرف,5wzyw2,YES,1.0,The product 'آش کازرونی' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش و حلیم,آش ماست یک کیلوگرم بدون ظرف,آش ماست,سبزی مخصوص، حبوبات، ماست، ادویه مخصوص، پیاز داغ ، نعنا داغ,Restaurant,حلیم و آش,135090,950000,یک کیلوگرم بدون ظرف,5wzyw2,YES,1.0,The product 'آش ماست' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش و حلیم,آش ماست یک کیلوگرم با ظرف,آش ماست,سبزی مخصوص، حبوبات، ماست، ادویه مخصوص، پیاز داغ ، نعنا داغ,Restaurant,حلیم و آش,135091,98000,یک کیلوگرم با ظرف,5wzyw2,YES,1.0,The product 'آش ماست' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
حلیم,حلیم بادمجان دو کیلوگرم,حلیم بادمجان,گوشت گوسفندی ریش ریش شده، بادمجان، برنج، نخود، لوبیا، تزئین شده با نعنا داغ، کشک، پیاز داغ، گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339545,400000,دو کیلوگرم,21yl11,NO,1.0,The product 'حلیم بادمجان' is explicitly listed in the EXCLUDES rules.,19986
حلیم,حلیم بادمجان 1.5 کیلوگرم,حلیم بادمجان,گوشت گوسفندی ریش ریش شده، بادمجان، برنج، نخود، لوبیا، تزئین شده با نعنا داغ، کشک، پیاز داغ، گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339546,300000,1.5 کیلوگرم,21yl11,NO,1.0,The product 'حلیم بادمجان' is explicitly listed in the EXCLUDES rules.,19986
حلیم,حلیم بادمجان یک کیلوگرم,حلیم بادمجان,گوشت گوسفندی ریش ریش شده، بادمجان، برنج، نخود، لوبیا، تزئین شده با نعنا داغ، کشک، پیاز داغ، گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339547,200000,یک کیلوگرم,21yl11,NO,1.0,The product 'حلیم بادمجان' is explicitly listed in the EXCLUDES rules.,19986
حلیم,حلیم بادمجان 500 گرم,حلیم بادمجان,گوشت گوسفندی ریش ریش شده، بادمجان، برنج، نخود، لوبیا، تزئین شده با نعنا داغ، کشک، پیاز داغ، گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339548,100000,500 گرم,21yl11,NO,1.0,The product 'حلیم بادمجان' is explicitly listed in the EXCLUDES rules.,19986
حلیم,حلیم گندم دو کیلوگرم,حلیم گندم,گندم، گوشت گوسفندی، تزئین شده با شکر، دارچین، روغن حیوانی و مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339549,400000,دو کیلوگرم,21yl11,YES,1.0,The product 'حلیم گندم' clearly matches 'انواع حلیم صبحانه' in INCLUDES and does not match any EXCLUDES rules.,19986
حلیم,حلیم گندم 1.5 کیلوگرم,حلیم گندم,گندم، گوشت گوسفندی، تزئین شده با شکر، دارچین، روغن حیوانی و مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339550,300000,1.5 کیلوگرم,21yl11,YES,1.0,The product 'حلیم گندم' clearly matches 'انواع حلیم صبحانه' in INCLUDES and does not match any EXCLUDES rules.,19986
حلیم,حلیم گندم یک کیلوگرم,حلیم گندم,گندم، گوشت گوسفندی، تزئین شده با شکر، دارچین، روغن حیوانی و مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339551,200000,یک کیلوگرم,21yl11,YES,1.0,The product 'حلیم گندم' clearly matches 'انواع حلیم صبحانه' in INCLUDES and does not match any EXCLUDES rules.,19986
حلیم,حلیم گندم 500 گرم,حلیم گندم,گندم، گوشت گوسفندی، تزئین شده با شکر، دارچین، روغن حیوانی و مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339552,100000,500 گرم,21yl11,YES,1.0,The product 'حلیم گندم' clearly matches 'انواع حلیم صبحانه' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش رشته دو کیلوگرم,آش رشته,رشته آشی، نخود، لوبیا، سبزی آشی، کشک، تزئین شده با نعنا داغ و پیاز داغ، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339553,340000,دو کیلوگرم,21yl11,YES,1.0,The product 'آش رشته' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش رشته 1.5 کیلوگرم,آش رشته,رشته آشی، نخود، لوبیا، سبزی آشی، کشک، تزئین شده با نعنا داغ و پیاز داغ، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339554,255000,1.5 کیلوگرم,21yl11,YES,1.0,The product 'آش رشته' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش رشته یک کیلوگرم,آش رشته,رشته آشی، نخود، لوبیا، سبزی آشی، کشک، تزئین شده با نعنا داغ و پیاز داغ، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339555,170000,یک کیلوگرم,21yl11,YES,1.0,The product 'آش رشته' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش رشته 500 گرم,آش رشته,رشته آشی، نخود، لوبیا، سبزی آشی، کشک، تزئین شده با نعنا داغ و پیاز داغ، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339556,85000,500 گرم,21yl11,YES,1.0,The product 'آش رشته' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش شیرازی مخصوص دو کیلوگرم,آش شیرازی مخصوص,نخود، لوبیا، عدس، سبزی مخصوص، گوشت گوسفندی، تزئین شده با پیاز داغ و فلفل سیاه، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339557,400000,دو کیلوگرم,21yl11,YES,1.0,The product 'آش شیرازی' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش شیرازی مخصوص 1.5 کیلوگرم,آش شیرازی مخصوص,نخود، لوبیا، عدس، سبزی مخصوص، گوشت گوسفندی، تزئین شده با پیاز داغ و فلفل سیاه، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339558,300000,1.5 کیلوگرم,21yl11,YES,1.0,The product 'آش شیرازی' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش شیرازی مخصوص یک کیلوگرم,آش شیرازی مخصوص,نخود، لوبیا، عدس، سبزی مخصوص، گوشت گوسفندی، تزئین شده با پیاز داغ و فلفل سیاه، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339559,200000,یک کیلوگرم,21yl11,YES,1.0,The product 'آش شیرازی' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش شیرازی مخصوص 500 گرم,آش شیرازی مخصوص,نخود، لوبیا، عدس، سبزی مخصوص، گوشت گوسفندی، تزئین شده با پیاز داغ و فلفل سیاه، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339560,100000,500 گرم,21yl11,YES,1.0,The product 'آش شیرازی' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش گندم دو کیلوگرم,آش گندم,بلغور، گندم، عدس، نخود، گوشت گوسفندی، تزئین شده با پیاز دغ و مغز پسته، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339561,400000,دو کیلوگرم,21yl11,YES,1.0,The product 'آش گندم' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش گندم 1.5 کیلوگرم,آش گندم,بلغور، گندم، عدس، نخود، گوشت گوسفندی، تزئین شده با پیاز دغ و مغز پسته، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339562,300000,1.5 کیلوگرم,21yl11,YES,1.0,The product 'آش گندم' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش گندم یک کیلوگرم,آش گندم,بلغور، گندم، عدس، نخود، گوشت گوسفندی، تزئین شده با پیاز دغ و مغز پسته، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339563,200000,یک کیلوگرم,21yl11,YES,1.0,The product 'آش گندم' clearly matches 'انواع آش' in INCLUDES and does not match any EXCLUDES rules.,19986
آش,آش گندم 500 گرم,آش گندم,بلغور، گندم، عدس، نخود، گوشت گوسفندی، تزئین شده با پیاز دغ و مغز پسته، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339564,100000,500 گرم,21yl11,YES,1.0,"The product name 'آش گندم' clearly indicates it is a type of 'آش', which is included, and it does not match any excluded items.",20320
 پیش غذا,آش رشته یک پرس,آش رشته,کشک گلپایگان. پیاز داغ و نعنا داغ,Restaurant,حلیم و آش,883337,100000,یک پرس,5my3lo,YES,1.0,"The product name 'آش رشته' clearly indicates it is a type of 'آش', which is included, and it does not match any excluded items.",20320
 پیش غذا,آش رشته 1.5 کیلوگرم,آش رشته,کشک گلپایگان. پیاز داغ و نعنا داغ,Restaurant,حلیم و آش,883339,300000,1.5 کیلوگرم,5my3lo,YES,1.0,"The product name 'آش رشته' clearly indicates it is a type of 'آش', which is included, and it does not match any excluded items.",20320
 پیش غذا,آش رشته یک کیلوگرم,آش رشته,کشک گلپایگان. پیاز داغ و نعنا داغ,Restaurant,حلیم و آش,829046,200000,یک کیلوگرم,5my3lo,YES,1.0,"The product name 'آش رشته' clearly indicates it is a type of 'آش', which is included, and it does not match any excluded items.",20320
حلیم,حلیم یک پرس,حلیم,با گوشت گوسفندی، روغن حیوانی معطر,Restaurant,حلیم و آش,693705,150000,یک پرس,5my3lo,YES,1.0,"The product name 'حلیم' clearly indicates it is a type of 'حلیم', which is included, and it does not match the 'حلیم بادمجان' exclusion or 'انواع سوپ'.",20320
حلیم,حلیم یک کیلوگرم,حلیم,با گوشت گوسفندی، روغن حیوانی معطر,Restaurant,حلیم و آش,693706,280000,یک کیلوگرم,5my3lo,YES,1.0,"The product name 'حلیم' clearly indicates it is a type of 'حلیم', which is included, and it does not match the 'حلیم بادمجان' exclusion or 'انواع سوپ'.",20320
حلیم,حلیم 1.5 کیلوگرم,حلیم,با گوشت گوسفندی، روغن حیوانی معطر,Restaurant,حلیم و آش,693707,420000,1.5 کیلوگرم,5my3lo,YES,1.0,"The product name 'حلیم' clearly indicates it is a type of 'حلیم', which is included, and it does not match the 'حلیم بادمجان' exclusion or 'انواع سوپ'.",20320
غذای ایرانی,آش رشته یک کیلوگرم,آش رشته, ,Restaurant,حلیم و آش,888201,200000,یک کیلوگرم,2r6x3p,YES,1.0,"The product name 'آش رشته' clearly indicates it is a type of 'آش', which is included, and it does not match any excluded items.",20320
غذای ایرانی,آش رشته 500 گرم,آش رشته, ,Restaurant,حلیم و آش,833160,100000,500 گرم,2r6x3p,YES,1.0,"The product name 'آش رشته' clearly indicates it is a type of 'آش', which is included, and it does not match any excluded items.",20320
خورشت,چلو خورشت مسما بادمجان با مرغ,چلو خورشت مسما بادمجان با مرغ,300 گرم خورشت مسما بادمجان، بادمجان حلیم شده، یک عدد ران مرغ سرخ کرده، 200 گرم برنج ایرانی، یک تکه نان لواش,Restaurant,حلیم و آش,642811,408000,چلو خورشت مسما بادمجان با مرغ,2gxnol,NO,1.0,"The product is a 'چلو خورشت مسما بادمجان' (rice with eggplant stew), which is not a type of 'حلیم' or 'آش' and therefore does not clearly match the INCLUDES rule.",20320
خورشت,چلو خورشت مسما بادمجان با مرغ,چلو خورشت مسما بادمجان با مرغ,300 گرم خورشت مسما بادمجان، بادمجان حلیم شده، یک عدد ران مرغ سرخ کرده، 200 گرم برنج ایرانی، یک تکه نان لواش,Restaurant,حلیم و آش,642811,408000,چلو خورشت مسما بادمجان با مرغ,2gxnol,NO,1.0,"The product is a 'چلو خورشت مسما بادمجان' (rice with eggplant stew), which is not a type of 'حلیم' or 'آش' and therefore does not clearly match the INCLUDES rule.",20320
خورشت,خورشت مسما بادمجان با مرغ,خورشت مسما بادمجان با مرغ,300 گرم خورشت مسما بادمجان، بادمجان حلیم شده، یک عدد ران مرغ سرخ کرده,Restaurant,حلیم و آش,642812,350000,خورشت مسما بادمجان با مرغ,2gxnol,NO,1.0,"The product is a 'خورشت مسما بادمجان' (eggplant stew), which is not a type of 'حلیم' or 'آش' and therefore does not clearly match the INCLUDES rule.",20320
خورشت,خورشت مسما بادمجان با مرغ,خورشت مسما بادمجان با مرغ,300 گرم خورشت مسما بادمجان، بادمجان حلیم شده، یک عدد ران مرغ سرخ کرده,Restaurant,حلیم و آش,642812,350000,خورشت مسما بادمجان با مرغ,2gxnol,NO,1.0,"The product is a 'خورشت مسما بادمجان' (eggplant stew), which is not a type of 'حلیم' or 'آش' and therefore does not clearly match the INCLUDES rule.",20320
