product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code,llm_validation,llm_confidence,llm_reason,llm_api_time_ms
کورن داگ,کورن داگ هات چیز,کورن داگ هات چیز,یک عدد هات داگ گوشت روسی 70%، روکش خمیر ذرت، پنیر موزارلا,Restaurant,اسنک و میان وعده,115830,113000,کورن داگ هات چیز,23rmn5,YES,1.0,"The product is a 'کورن داگ' (corn dog), which is clearly a type of 'اسنک' (snack) and 'غذای سبک' (light food) suitable for a snack in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
کورن داگ,کورن داگ موزارلا کریسپی,کورن داگ موزارلا کریسپی,روکش خمیر ذرت، پنیر موزارلا کریسپی,Restaurant,اسنک و میان وعده,115831,113000,کورن داگ موزارلا کریسپی,23rmn5,YES,1.0,"The product is a 'کورن داگ' (corn dog), which is clearly a type of 'اسنک' (snack) and 'غذای سبک' (light food) suitable for a snack in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
کورن داگ,کورن داگ هات پوتیتو,کورن داگ هات پوتیتو,یک عدد هات داگ گوشت روسی 70%، روکش خمیر ذرت، سیب زمینی سرخ شده کریسپی,Restaurant,اسنک و میان وعده,115832,116000,کورن داگ هات پوتیتو,23rmn5,YES,1.0,"The product is a 'کورن داگ' (corn dog) with fried potatoes, explicitly matching 'سیب زمینی' (potatoes) and 'اسنک' (snack) in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
کورن داگ,کورن داگ کلاسیک پوتیتو,کورن داگ کلاسیک پوتیتو,یک عدد هات داگ گوشت روسی 70%، سیب زمینی سرخ شده، ادویه مخصوص، روکش خمیر ذرت,Restaurant,اسنک و میان وعده,115833,122000,کورن داگ کلاسیک پوتیتو,23rmn5,YES,1.0,"The product is a 'کورن داگ' (corn dog) with fried potatoes, explicitly matching 'سیب زمینی' (potatoes) and 'اسنک' (snack) in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
کورن داگ,کورن داگ چیز پوتیتو,کورن داگ چیز پوتیتو,روکش خمیر ذرت، پنیر موزارلا، سیب زمینی سرخ شده کریسپی,Restaurant,اسنک و میان وعده,115834,121000,کورن داگ چیز پوتیتو,23rmn5,YES,1.0,"The product is a 'کورن داگ' (corn dog) with fried potatoes, explicitly matching 'سیب زمینی' (potatoes) and 'اسنک' (snack) in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
کورن داگ,کورن داگ هات موزارلا,کورن داگ هات موزارلا,نصف هات داگ گوشت روسی 70%، روکش خمیر ذرت، پنیر موزارلا,Restaurant,اسنک و میان وعده,115825,109000,کورن داگ هات موزارلا,23rmn5,YES,1.0,"The product is a 'کورن داگ' (corn dog), which is clearly a type of 'اسنک' (snack) and 'غذای سبک' (light food) suitable for a snack in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
کورن داگ,کورن داگ هات کلاسیک,کورن داگ هات کلاسیک,یک عدد هات داگ گوشت روسی 70%، روکش خمیر ذرت,Restaurant,اسنک و میان وعده,115826,99000,کورن داگ هات کلاسیک,23rmn5,YES,1.0,"The product is a 'کورن داگ' (corn dog), which is clearly a type of 'اسنک' (snack) and 'غذای سبک' (light food) suitable for a snack in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
کورن داگ,کورن داگ هات کلاسیک کنجدی,کورن داگ هات کلاسیک کنجدی,یک عدد هات داگ گوشت روسی 70%، روکش خمیر ذرت، آرد سوخاری، کنجد,Restaurant,اسنک و میان وعده,115827,99000,کورن داگ هات کلاسیک کنجدی,23rmn5,YES,1.0,"The product is a 'کورن داگ' (corn dog), which is clearly a type of 'اسنک' (snack) and 'غذای سبک' (light food) suitable for a snack in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
سینی ویژه,سینی شهر مزه ها,سینی شهر مزه ها,3 تکه فیله مرغ سوخاری، 4 تکه ناگت سینه مرغ سوخاری، 4 عدد میگو سوخاری، 2 عدد کورن داگ هات کلاسیک، 250 گرم سیب زمینی سرخ شده,Restaurant,اسنک و میان وعده,115819,540000,سینی شهر مزه ها,23rmn5,YES,1.0,"The product is a platter of various fried items including nuggets, fried shrimp, corn dogs, and french fries, explicitly matching 'فینگرفود' (finger food), 'اسنک' (snack), and 'سیب زمینی' (potatoes) in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
ساندویچ ,هات داگ تنوری (مینی),هات داگ تنوری (مینی),سوسیس هات داگ، سس مخصوص، چیپس، قارچ، پنیر,Restaurant,اسنک و میان وعده,200564,95000,هات داگ تنوری (مینی),5wpln2,YES,1.0,"The product is a hot dog with chips and cheese, explicitly matching 'چیپس و پنیر' (chips and cheese) and 'اسنک' (snack) in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
ساندویچ ,هات داگ سوپر شهر مزه,هات داگ سوپر شهر مزه,سوسیس هات داگ، گوشت چرخی مزه دار شده، ژامبون رنده شده، قارچ، پنیر، چیپس، سس مخصوص,Restaurant,اسنک و میان وعده,146617,230000,هات داگ سوپر شهر مزه,5wpln2,YES,1.0,"The product is a hot dog with chips and cheese, explicitly matching 'چیپس و پنیر' (chips and cheese) and 'اسنک' (snack) in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
پیش غذا,تست کره بادام زمینی,تست کره بادام زمینی,"یک عدد، کره بادام زمینی، موز، توت فرنگی، پودر شکلات، نان باگت

",Cafe,اسنک و میان وعده,917444,90000,تست کره بادام زمینی,2ml6m5,YES,1.0,"The product is a 'تست' (toast), which is explicitly listed in the INCLUDES, and although it has sweet toppings, it is not a general 'شیرینی' (sweets) which is excluded.",33039.0
پیش غذا,تست تخم مرغ,تست تخم مرغ,"یک عدد، سفیده تخم مرغ، سس سبزیجات، نان باگت

",Cafe,اسنک و میان وعده,917443,75000,تست تخم مرغ,2ml6m5,YES,1.0,"The product is a 'تست' (toast), which is explicitly listed in the INCLUDES; the egg is an ingredient on the toast, not a standalone 'نیمرو و املت' (fried eggs and omelets) which are excluded.",33039.0
سالاد و پیش غذا,سمبوسه ساده,سمبوسه ساده,,Restaurant,اسنک و میان وعده,119689,17000,سمبوسه ساده,21n345,YES,1.0,"The product is 'سمبوسه' (sambooseh), which is explicitly listed in the INCLUDES, and does not fall under any EXCLUDES.",33039.0
هات داگ,هات داگ ویژه دلسی مینی,هات داگ ویژه دلسی,هات داگ 70 درصد،گوشت چرخ شده، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119637,200000,مینی,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات داگ ویژه دلسی کامل,هات داگ ویژه دلسی,هات داگ 70 درصد،گوشت چرخ شده، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119638,260000,کامل,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات داگ مکزیکی دلسی مینی,هات داگ مکزیکی دلسی,هات داگ 70 درصد، سس مکزیکی، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119639,170000,مینی,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات داگ مکزیکی دلسی کامل,هات داگ مکزیکی دلسی,هات داگ 70 درصد، سس مکزیکی، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119640,210000,کامل,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات داگ چیکن دلسی مینی,هات داگ چیکن دلسی,هات داگ 70 درصد، مرغ ریش ریش شده، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119641,180000,مینی,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات داگ چیکن دلسی کامل,هات داگ چیکن دلسی,هات داگ 70 درصد، مرغ ریش ریش شده، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119642,230000,کامل,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات بیف دلسی مینی,هات بیف دلسی,هات داگ 70 درصد، گوشت رست بیف گوساله، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119645,300000,مینی,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات بیف دلسی کامل,هات بیف دلسی,هات داگ 70 درصد، گوشت رست بیف گوساله، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119646,350000,کامل,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات پپرونی دلسی مینی,هات پپرونی دلسی,هات داگ 70 درصد، کالباس پپرونی 80 درصد، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119647,220000,مینی,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات پپرونی دلسی کامل,هات پپرونی دلسی,هات داگ 70 درصد، کالباس پپرونی 80 درصد، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119648,280000,کامل,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات داگ تنوری دلسی مینی,هات داگ تنوری دلسی,هات داگ 70 درصد، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119635,160000,مینی,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
هات داگ,هات داگ تنوری دلسی کامل,هات داگ تنوری دلسی,هات داگ 70 درصد، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119636,200000,کامل,21n345,YES,1.0,"The product is a hot dog, which clearly falls under 'اسنک' (snack) in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
سالاد و پیش غذا,سالاد فرنگی,سالاد فرنگی,120 گرم سینه مرغ گریل شده، کاهو پیچ، گوجه گیلاسی، زیتون سبز، نان تست گریل شده، سس مخصوص,Cafe,اسنک و میان وعده,137474,188000,سالاد فرنگی,24l1y2,NO,1.0,"The product is named 'سالاد فرنگی', and 'سالاد ها' (salads) are explicitly listed in the EXCLUDES rules.",26217.0
خوراک,بیف استروگانف,بیف استروگانف,220 گرم گوشت فیله گوساله، قارچ، چیپس، سس بشامل,Restaurant,اسنک و میان وعده,125235,668000,بیف استروگانف,2xyg85,NO,0.9,"Beef Stroganoff is a main course, not a 'light food' or 'اسنک' (snack) suitable for a 'میان وعده' (snack/appetizer) as required by the INCLUDES rule.",26217.0
خوراک,چیکن استروگانف,چیکن استروگانف,250 گرم سینه مرغ، قارچ، چیپس، سس بشامل,Restaurant,اسنک و میان وعده,125236,529000,چیکن استروگانف,2xyg85,NO,0.9,"Chicken Stroganoff is a main course, not a 'light food' or 'اسنک' (snack) suitable for a 'میان وعده' (snack/appetizer) as required by the INCLUDES rule.",26217.0
سالاد و پیش غذا,سالاد فصل,سالاد فصل,یک نفره، کاهو، گوجه، خیار، هویج، ذرت، سس مخصوص,Restaurant,اسنک و میان وعده,452912,75000,سالاد فصل,2r6w14,NO,1.0,"The product is named 'سالاد فصل', and 'سالاد فصل' is explicitly listed in the EXCLUDES rules.",26217.0
پیش غذا و سالاد,سالاد ماکارونی  سالاد ماکارونی,سالاد ماکارونی ,یک نفره، دست ساز، ماکارونی فرمی، مخلوط ژامبون گوشت و مرغ، ذرت، فلفل دلمه ای، سس,Restaurant,اسنک و میان وعده,863516,75000,سالاد ماکارونی,5w37pm,NO,1.0,"The product is named 'سالاد ماکارونی', which is a type of 'سالاد' (salad) and is explicitly listed in the EXCLUDES rules.",26217.0
پیش غذا و سالاد,سالاد فصل,سالاد فصل,یک نفره، دست ساز، کاهو، گوجه، ذرت، فلفل دلمه ای، خیار,Restaurant,اسنک و میان وعده,863517,38000,سالاد فصل,5w37pm,NO,1.0,"The product is named 'سالاد فصل', and 'سالاد فصل' is explicitly listed in the EXCLUDES rules.",26217.0
پیش غذا و سالاد,سالاد اندونزی,سالاد اندونزی,یک نفره، دست ساز، کلم، فلفل دلمه ای، کالباس، ذرت,Restaurant,اسنک و میان وعده,863518,58000,سالاد اندونزی,5w37pm,NO,1.0,"The product is named 'سالاد اندونزی', which is a type of 'سالاد' (salad) and is explicitly listed in the EXCLUDES rules.",26217.0
تست,تست پپرونی اسپایسی,تست پپرونی اسپایسی,دو جفت، نان تست، ژامبون پپرونی ۹۰ درصد، سس مخصوص تند، زیتون اسلایس شده، پنیر گودا,Cafe,اسنک و میان وعده,410182,260000,تست پپرونی اسپایسی,54nwpg,YES,1.0,"The product is a 'تست' (toast), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
تست,تست ژامبون مرغ,تست ژامبون مرغ,چهار تکه مثلثی نان تست، ژامبون مرغ ۹۰ درصد، پنیر چدار، گوجه فرنگی، سس مخصوص، جعفری,Cafe,اسنک و میان وعده,410183,250000,تست ژامبون مرغ,54nwpg,YES,1.0,"The product is a 'تست' (toast), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
تست,تست موز و نوتلا,تست موز و نوتلا,چهار تکه مثلثی نان تست، موز، نوتلا,Cafe,اسنک و میان وعده,410173,240000,تست موز و نوتلا,54nwpg,YES,0.9,"The product is a 'تست' (toast), which is explicitly mentioned in the INCLUDES list, and sweet toasts are not explicitly excluded as 'شیرینی ها'.",26217.0
تست,تست پنیر گردو و جعفری,تست پنیر گردو و جعفری,چهار تکه مثلثی نان تست، پنیر خامه ای، گردو، جعفری,Cafe,اسنک و میان وعده,410176,180000,تست پنیر گردو و جعفری,54nwpg,YES,1.0,"The product is a 'تست' (toast), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
تست,تست بادام زمینی و موز و عسل,تست بادام زمینی و موز و عسل,چهار تکه مثلثی نان تست، کره بادام زمینی، موز، عسل,Cafe,اسنک و میان وعده,410179,210000,تست بادام زمینی و موز و عسل,54nwpg,YES,0.9,"The product is a 'تست' (toast), which is explicitly mentioned in the INCLUDES list, and sweet toasts are not explicitly excluded as 'شیرینی ها'.",26217.0
تست,تست پنیر و خیار و نعنا,تست پنیر و خیار و نعنا,چهار تکه مثلثی نان تست، پنیر، خیار، نعناع,Cafe,اسنک و میان وعده,410180,170000,تست پنیر و خیار و نعنا,54nwpg,YES,1.0,"The product is a 'تست' (toast), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
تست,تست بیکن ایرلندی,تست بیکن ایرلندی,چهار تکه مثلثی نان تست، بیکن ۹۷ درصد ایرلندی، سس مخصوص، زیتون اسلایس شده، پنیر گودا، فلفل دلمه ای,Cafe,اسنک و میان وعده,410181,290000,تست بیکن ایرلندی,54nwpg,YES,1.0,"The product is a 'تست' (toast), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
پنینی,پنینی مرغ با سس پستو,پنینی مرغ با سس پستو,نان جو، فیله مرغ دو عدد، سس پستو، پنیر مخصوص هووم، پنیر گودا دو ورق,Cafe,اسنک و میان وعده,410085,320000,پنینی مرغ با سس پستو,54nwpg,YES,1.0,"The product is a 'پنینی' (panini), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
پنینی,پنینی مرغ و ژامبون مرغ,پنینی مرغ و ژامبون مرغ,۲۰۰ گرم فیله مرغ مزه دار شده، ۱۰۰ گرم ژامبون مرغ ۹۰ درصد، سس مخصوص هووم، پنیر گودا، نان باگت,Cafe,اسنک و میان وعده,410088,380000,پنینی مرغ و ژامبون مرغ,54nwpg,YES,1.0,"The product is a 'پنینی' (panini), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
پنینی,پنینی ژامبون مرغ,پنینی ژامبون مرغ,ژامبون مرغ ۹۰ درصد، سس مخصوص هووم، پنیر گودا، نان باگت,Cafe,اسنک و میان وعده,410089,380000,پنینی ژامبون مرغ,54nwpg,YES,1.0,"The product is a 'پنینی' (panini), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
پنینی,پنینی سبزیجات,پنینی سبزیجات,بادمجان، کدو، کلم بروکلی، ذرت، نخود فرنگی، گوجه فرنگی، فلفل دلمه ای، نان باگت سبوسدار، پنیر گودا,Cafe,اسنک و میان وعده,410090,300000,پنینی سبزیجات,54nwpg,YES,1.0,"The product is a 'پنینی' (panini), which is explicitly mentioned in the INCLUDES list and is not present in the EXCLUDES list.",26217.0
پنینی,پنینی پپرونی,پنینی پپرونی,۱۵۰ گرم پپرونی ۹۰ درصد، نان باگت جو، فلفل دلمه ای، زیتون، پنیر مخصوص هووم، پنیر گودا,Cafe,اسنک و میان وعده,410079,370000,پنینی پپرونی,54nwpg,YES,0.9,"The product is a 'پنینی' which is explicitly included, and 'زیتون' in the excludes list refers to the item as a standalone dish, not an ingredient.",45183.0
پنینی,پنینی هات داگ,پنینی هات داگ,۱۵۰ گرم هات داگ ۹۰ درصد، نان باگت جو، قارچ، فلفل دلمه ای، زیتون، پنیر مخصوص هووم، پنیر گودا,Cafe,اسنک و میان وعده,410081,320000,پنینی هات داگ,54nwpg,YES,0.9,"The product is a 'پنینی' which is explicitly included, and 'زیتون' in the excludes list refers to the item as a standalone dish, not an ingredient.",45183.0
پنینی,پنینی بیکن ایرلندی,پنینی بیکن ایرلندی,نان باگت جو، بیکن ایرلندی، قارچ، فلفل دلمه ای، زیتون، پنیر مخصوص هووم، پنیر گودا,Cafe,اسنک و میان وعده,410082,420000,پنینی بیکن ایرلندی,54nwpg,YES,0.9,"The product is a 'پنینی' which is explicitly included, and 'زیتون' in the excludes list refers to the item as a standalone dish, not an ingredient.",45183.0
سالاد و پیش غذا,ذرت مکزیکی کوچک (180 گرم),ذرت مکزیکی,ذرت تایلندی، پنیر، سس سفید، قارچ، ادویه نمک، فلفل، آویشن و پودر سیر,Restaurant,اسنک و میان وعده,453170,125000,کوچک (180 گرم),59xpzy,YES,1.0,The product is 'ذرت مکزیکی' which is explicitly included and does not match any exclusion rules.,45183.0
سالاد و پیش غذا,ذرت مکزیکی متوسط (220 گرم),ذرت مکزیکی,ذرت تایلندی، پنیر، سس سفید، قارچ، ادویه نمک، فلفل، آویشن و پودر سیر,Restaurant,اسنک و میان وعده,453171,170000,متوسط (220 گرم),59xpzy,YES,1.0,The product is 'ذرت مکزیکی' which is explicitly included and does not match any exclusion rules.,45183.0
