product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code
کورن داگ,کورن داگ کلاسیک پوتیتو,کورن داگ کلاسیک پوتیتو,یک عدد هات داگ گوشت روسی 70%، سیب زمینی سرخ شده، ادویه مخصوص، روکش خمیر ذرت,Restaurant,اسنک و میان وعده,115833,122000,کورن داگ کلاسیک پوتیتو,23rmn5
کورن داگ,کورن داگ چیز پوتیتو,کورن داگ چیز پوتیتو,روکش خمیر ذرت، پنیر موزارلا، سیب زمینی سرخ شده کریسپی,Restaurant,اسنک و میان وعده,115834,121000,کورن داگ چیز پوتیتو,23rmn5
کورن داگ,کورن داگ هات موزارلا,کورن داگ هات موزارلا,نصف هات داگ گوشت روسی 70%، روکش خمیر ذرت، پنیر موزارلا,Restaurant,اسنک و میان وعده,115825,109000,کورن داگ هات موزارلا,23rmn5
کورن داگ,کورن داگ هات کلاسیک,کورن داگ هات کلاسیک,یک عدد هات داگ گوشت روسی 70%، روکش خمیر ذرت,Restaurant,اسنک و میان وعده,115826,99000,کورن داگ هات کلاسیک,23rmn5
کورن داگ,کورن داگ هات کلاسیک کنجدی,کورن داگ هات کلاسیک کنجدی,یک عدد هات داگ گوشت روسی 70%، روکش خمیر ذرت، آرد سوخاری، کنجد,Restaurant,اسنک و میان وعده,115827,99000,کورن داگ هات کلاسیک کنجدی,23rmn5
سینی ویژه,سینی شهر مزه ها,سینی شهر مزه ها,3 تکه فیله مرغ سوخاری، 4 تکه ناگت سینه مرغ سوخاری، 4 عدد میگو سوخاری، 2 عدد کورن داگ هات کلاسیک، 250 گرم سیب زمینی سرخ شده,Restaurant,اسنک و میان وعده,115819,540000,سینی شهر مزه ها,23rmn5
ساندویچ ,هات داگ تنوری (مینی),هات داگ تنوری (مینی),سوسیس هات داگ، سس مخصوص، چیپس، قارچ، پنیر,Restaurant,اسنک و میان وعده,200564,95000,هات داگ تنوری (مینی),5wpln2
ساندویچ ,هات داگ سوپر شهر مزه,هات داگ سوپر شهر مزه,سوسیس هات داگ، گوشت چرخی مزه دار شده، ژامبون رنده شده، قارچ، پنیر، چیپس، سس مخصوص,Restaurant,اسنک و میان وعده,146617,230000,هات داگ سوپر شهر مزه,5wpln2
پیش غذا,تست کره بادام زمینی,تست کره بادام زمینی,"یک عدد، کره بادام زمینی، موز، توت فرنگی، پودر شکلات، نان باگت

",Cafe,اسنک و میان وعده,917444,90000,تست کره بادام زمینی,2ml6m5
پیش غذا,تست تخم مرغ,تست تخم مرغ,"یک عدد، سفیده تخم مرغ، سس سبزیجات، نان باگت

",Cafe,اسنک و میان وعده,917443,75000,تست تخم مرغ,2ml6m5
سالاد و پیش غذا,سمبوسه ساده,سمبوسه ساده,,Restaurant,اسنک و میان وعده,119689,17000,سمبوسه ساده,21n345
هات داگ,هات داگ ویژه دلسی مینی,هات داگ ویژه دلسی,هات داگ 70 درصد،گوشت چرخ شده، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119637,200000,مینی,21n345
هات داگ,هات داگ ویژه دلسی کامل,هات داگ ویژه دلسی,هات داگ 70 درصد،گوشت چرخ شده، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119638,260000,کامل,21n345
هات داگ,هات داگ مکزیکی دلسی مینی,هات داگ مکزیکی دلسی,هات داگ 70 درصد، سس مکزیکی، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119639,170000,مینی,21n345
هات داگ,هات داگ مکزیکی دلسی کامل,هات داگ مکزیکی دلسی,هات داگ 70 درصد، سس مکزیکی، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119640,210000,کامل,21n345
هات داگ,هات داگ چیکن دلسی مینی,هات داگ چیکن دلسی,هات داگ 70 درصد، مرغ ریش ریش شده، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119641,180000,مینی,21n345
هات داگ,هات داگ چیکن دلسی کامل,هات داگ چیکن دلسی,هات داگ 70 درصد، مرغ ریش ریش شده، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119642,230000,کامل,21n345
هات داگ,هات بیف دلسی مینی,هات بیف دلسی,هات داگ 70 درصد، گوشت رست بیف گوساله، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119645,300000,مینی,21n345
هات داگ,هات بیف دلسی کامل,هات بیف دلسی,هات داگ 70 درصد، گوشت رست بیف گوساله، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119646,350000,کامل,21n345
هات داگ,هات پپرونی دلسی مینی,هات پپرونی دلسی,هات داگ 70 درصد، کالباس پپرونی 80 درصد، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119647,220000,مینی,21n345
هات داگ,هات پپرونی دلسی کامل,هات پپرونی دلسی,هات داگ 70 درصد، کالباس پپرونی 80 درصد، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119648,280000,کامل,21n345
هات داگ,هات داگ تنوری دلسی مینی,هات داگ تنوری دلسی,هات داگ 70 درصد، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119635,160000,مینی,21n345
هات داگ,هات داگ تنوری دلسی کامل,هات داگ تنوری دلسی,هات داگ 70 درصد، سس مخصوص، چیپس، قارچ، فلفل دلمه ای، پنیر هات داگ,Restaurant,اسنک و میان وعده,119636,200000,کامل,21n345
سالاد و پیش غذا,سالاد فرنگی,سالاد فرنگی,120 گرم سینه مرغ گریل شده، کاهو پیچ، گوجه گیلاسی، زیتون سبز، نان تست گریل شده، سس مخصوص,Cafe,اسنک و میان وعده,137474,188000,سالاد فرنگی,24l1y2
خوراک,بیف استروگانف,بیف استروگانف,220 گرم گوشت فیله گوساله، قارچ، چیپس، سس بشامل,Restaurant,اسنک و میان وعده,125235,668000,بیف استروگانف,2xyg85
خوراک,چیکن استروگانف,چیکن استروگانف,250 گرم سینه مرغ، قارچ، چیپس، سس بشامل,Restaurant,اسنک و میان وعده,125236,529000,چیکن استروگانف,2xyg85
سالاد و پیش غذا,سالاد فصل,سالاد فصل,یک نفره، کاهو، گوجه، خیار، هویج، ذرت، سس مخصوص,Restaurant,اسنک و میان وعده,452912,75000,سالاد فصل,2r6w14
پیش غذا و سالاد,سالاد ماکارونی  سالاد ماکارونی,سالاد ماکارونی ,یک نفره، دست ساز، ماکارونی فرمی، مخلوط ژامبون گوشت و مرغ، ذرت، فلفل دلمه ای، سس,Restaurant,اسنک و میان وعده,863516,75000,سالاد ماکارونی,5w37pm
پیش غذا و سالاد,سالاد فصل,سالاد فصل,یک نفره، دست ساز، کاهو، گوجه، ذرت، فلفل دلمه ای، خیار,Restaurant,اسنک و میان وعده,863517,38000,سالاد فصل,5w37pm
پیش غذا و سالاد,سالاد اندونزی,سالاد اندونزی,یک نفره، دست ساز، کلم، فلفل دلمه ای، کالباس، ذرت,Restaurant,اسنک و میان وعده,863518,58000,سالاد اندونزی,5w37pm
تست,تست پپرونی اسپایسی,تست پپرونی اسپایسی,دو جفت، نان تست، ژامبون پپرونی ۹۰ درصد، سس مخصوص تند، زیتون اسلایس شده، پنیر گودا,Cafe,اسنک و میان وعده,410182,260000,تست پپرونی اسپایسی,54nwpg
تست,تست ژامبون مرغ,تست ژامبون مرغ,چهار تکه مثلثی نان تست، ژامبون مرغ ۹۰ درصد، پنیر چدار، گوجه فرنگی، سس مخصوص، جعفری,Cafe,اسنک و میان وعده,410183,250000,تست ژامبون مرغ,54nwpg
تست,تست موز و نوتلا,تست موز و نوتلا,چهار تکه مثلثی نان تست، موز، نوتلا,Cafe,اسنک و میان وعده,410173,240000,تست موز و نوتلا,54nwpg
تست,تست پنیر گردو و جعفری,تست پنیر گردو و جعفری,چهار تکه مثلثی نان تست، پنیر خامه ای، گردو، جعفری,Cafe,اسنک و میان وعده,410176,180000,تست پنیر گردو و جعفری,54nwpg
تست,تست بادام زمینی و موز و عسل,تست بادام زمینی و موز و عسل,چهار تکه مثلثی نان تست، کره بادام زمینی، موز، عسل,Cafe,اسنک و میان وعده,410179,210000,تست بادام زمینی و موز و عسل,54nwpg
تست,تست پنیر و خیار و نعنا,تست پنیر و خیار و نعنا,چهار تکه مثلثی نان تست، پنیر، خیار، نعناع,Cafe,اسنک و میان وعده,410180,170000,تست پنیر و خیار و نعنا,54nwpg
تست,تست بیکن ایرلندی,تست بیکن ایرلندی,چهار تکه مثلثی نان تست، بیکن ۹۷ درصد ایرلندی، سس مخصوص، زیتون اسلایس شده، پنیر گودا، فلفل دلمه ای,Cafe,اسنک و میان وعده,410181,290000,تست بیکن ایرلندی,54nwpg
پنینی,پنینی مرغ با سس پستو,پنینی مرغ با سس پستو,نان جو، فیله مرغ دو عدد، سس پستو، پنیر مخصوص هووم، پنیر گودا دو ورق,Cafe,اسنک و میان وعده,410085,320000,پنینی مرغ با سس پستو,54nwpg
پنینی,پنینی مرغ و ژامبون مرغ,پنینی مرغ و ژامبون مرغ,۲۰۰ گرم فیله مرغ مزه دار شده، ۱۰۰ گرم ژامبون مرغ ۹۰ درصد، سس مخصوص هووم، پنیر گودا، نان باگت,Cafe,اسنک و میان وعده,410088,380000,پنینی مرغ و ژامبون مرغ,54nwpg
پنینی,پنینی ژامبون مرغ,پنینی ژامبون مرغ,ژامبون مرغ ۹۰ درصد، سس مخصوص هووم، پنیر گودا، نان باگت,Cafe,اسنک و میان وعده,410089,380000,پنینی ژامبون مرغ,54nwpg
پنینی,پنینی سبزیجات,پنینی سبزیجات,بادمجان، کدو، کلم بروکلی، ذرت، نخود فرنگی، گوجه فرنگی، فلفل دلمه ای، نان باگت سبوسدار، پنیر گودا,Cafe,اسنک و میان وعده,410090,300000,پنینی سبزیجات,54nwpg
پنینی,پنینی پپرونی,پنینی پپرونی,۱۵۰ گرم پپرونی ۹۰ درصد، نان باگت جو، فلفل دلمه ای، زیتون، پنیر مخصوص هووم، پنیر گودا,Cafe,اسنک و میان وعده,410079,370000,پنینی پپرونی,54nwpg
پنینی,پنینی هات داگ,پنینی هات داگ,۱۵۰ گرم هات داگ ۹۰ درصد، نان باگت جو، قارچ، فلفل دلمه ای، زیتون، پنیر مخصوص هووم، پنیر گودا,Cafe,اسنک و میان وعده,410081,320000,پنینی هات داگ,54nwpg
پنینی,پنینی بیکن ایرلندی,پنینی بیکن ایرلندی,نان باگت جو، بیکن ایرلندی، قارچ، فلفل دلمه ای، زیتون، پنیر مخصوص هووم، پنیر گودا,Cafe,اسنک و میان وعده,410082,420000,پنینی بیکن ایرلندی,54nwpg
سالاد و پیش غذا,ذرت مکزیکی کوچک (180 گرم),ذرت مکزیکی,ذرت تایلندی، پنیر، سس سفید، قارچ، ادویه نمک، فلفل، آویشن و پودر سیر,Restaurant,اسنک و میان وعده,453170,125000,کوچک (180 گرم),59xpzy
سالاد و پیش غذا,ذرت مکزیکی متوسط (220 گرم),ذرت مکزیکی,ذرت تایلندی، پنیر، سس سفید، قارچ، ادویه نمک، فلفل، آویشن و پودر سیر,Restaurant,اسنک و میان وعده,453171,170000,متوسط (220 گرم),59xpzy
سالاد و پیش غذا,ذرت مکزیکی بزرگ (300 گرم),ذرت مکزیکی,ذرت تایلندی، پنیر، سس سفید، قارچ، ادویه نمک، فلفل، آویشن و پودر سیر,Restaurant,اسنک و میان وعده,453172,240000,بزرگ (300 گرم),59xpzy
اسنک بار,اسنک رست بیف,اسنک رست بیف,یک جفت، گوشت رست بیف، قارچ، پنیر گودا,Restaurant,اسنک و میان وعده,453176,180000,اسنک رست بیف,59xpzy
اسنک بار,اسنک پنیری,اسنک پنیری,یک جفت، میکس پنیر موزارلا، پنیر گودا، پنیر پارمسان,Restaurant,اسنک و میان وعده,453177,100000,اسنک پنیری,59xpzy
اسنک بار,اسنک سالامی,اسنک سالامی,یک جفت، سالامی 90 درصد، پنیر موزارلا، پنیر ورقه ای چدار، قارچ,Restaurant,اسنک و میان وعده,669911,85000,اسنک سالامی,59xpzy
میان وعده,چیپس و پنیر,چیپس و پنیر,چیپس، پنیر,Cafe,اسنک و میان وعده,351712,125000,چیپس و پنیر,5p8lom
میان وعده,چیپس و پنیر ویژه,چیپس و پنیر ویژه,چیپس، پنیر، ژامبون,Cafe,اسنک و میان وعده,351713,145000,چیپس و پنیر ویژه,5p8lom
میان وعده,اسنک ژامبون مرغ,اسنک ژامبون مرغ,ژامبون مرغ، پنیر، ذرت,Cafe,اسنک و میان وعده,351714,110000,اسنک ژامبون مرغ,5p8lom
میان وعده,اسنک ژامبون گوشت,اسنک ژامبون گوشت,ژامبون گوشت، پنیر، ذرت,Cafe,اسنک و میان وعده,351715,120000,اسنک ژامبون گوشت,5p8lom
پنینی,پنینی اگ,پنینی اگ,سه عدد تخم مرغ آب پز، جعفری، سس مخصوص هووما، پنیر گودا، نان باگت,Restaurant,اسنک و میان وعده,613119,180000,پنینی اگ,266p77
پنینی,پنینی پپرونی,پنینی پپرونی,150 گرم پپرونی 70 درصد، پنیر گودا، سس مخصوص هووما، نان باگت,Restaurant,اسنک و میان وعده,613121,370000,پنینی پپرونی,266p77
پنینی,پنینی هات داگ,پنینی هات داگ,150 گرم هات داگ 90 درصد، قارچ، فلفل دلمه ای، زیتون، پنیر مخصوص هووما، پنیر گودا، نان باگت,Restaurant,اسنک و میان وعده,613122,320000,پنینی هات داگ,266p77
پنینی,پنینی سبزیجات,پنینی سبزیجات,بادمجان، کدو، فلفل دلمه ای، هویج، پنیر گودا، سس مخصوص هووما، نان باگت,Restaurant,اسنک و میان وعده,613113,300000,پنینی سبزیجات,266p77
پنینی,پنینی فیله مرغ و ژامبون مرغ,پنینی فیله مرغ و ژامبون مرغ,200 گرم فیله مرغ مزه دار شده، 100 گرم ژامبون مرغ 90 درصد، پنیر گودا، سس مخصوص هووما، نان باگت,Restaurant,اسنک و میان وعده,613115,380000,پنینی فیله مرغ و ژامبون مرغ,266p77
پنینی,پنینی ژامبون مرغ,پنینی ژامبون مرغ,ژامبون مرغ 90 درصد، پنیر گودا، سس مخصوص هووما، نان باگت,Restaurant,اسنک و میان وعده,613116,380000,پنینی ژامبون مرغ,266p77
پنینی,پنینی بیکن ایرلندی,پنینی بیکن ایرلندی,بیکن ایرلندی ۹۷ درصد، قارچ، فلفل دلمه ای، زیتون، پنیر مخصوص هووما، پنیر گودا، نان باگت,Restaurant,اسنک و میان وعده,613117,400000,پنینی بیکن ایرلندی,266p77
سالاد و پیش غذا,سالاد سزار با مرغ سوخاری,سالاد سزار با مرغ سوخاری,سینه مرغ سوخاری 180 گرمی، کاهو، سس سزار، زیتون، نان تست، پنیر پارمسان,Restaurant,اسنک و میان وعده,433047,318000,سالاد سزار با مرغ سوخاری,5k3zz3
سالاد و پیش غذا,سالاد سزار با مرغ گریل شده,سالاد سزار با مرغ گریل شده,سینه مرغ گریل شده 180 گرمی، کاهو، سس سزار، زیتون، نان تست، پنیر پارمسان,Restaurant,اسنک و میان وعده,433048,318000,سالاد سزار با مرغ گریل شده,5k3zz3
میان وعده,تست پنیر خیار,تست پنیر خیار,کالری 68، دو عدد نان تُست، پنیر رژیمی دارای پروتیین وی خوشمزە، خیار تازە، ھمراە با عطر پونە کوھی دستچین شدە از دل طبیعت,Restaurant,اسنک و میان وعده,634641,100000,تست پنیر خیار,231ply
میان وعده,نیمرو تیم فیت,نیمرو تیم فیت,2 عدد تخم مرغ، 2 عدد نان تست، روغن، ادویه، دورچین: گوجه، کاهو، بروکلی,Restaurant,اسنک و میان وعده,634632,160000,نیمرو تیم فیت,231ply
میان وعده,تُست کره بادام زمینی رژیمی,تُست کره بادام زمینی رژیمی,نان تست جو سَحر با مرغوب ترین برند کره بادام زمینی، کالری 278,Restaurant,اسنک و میان وعده,634628,150000,تُست کره بادام زمینی رژیمی,231ply
نیمه رژیمی ها,تست ژامبون پنیر    تست ژامبون پنیر,تست ژامبون پنیر   ,2 عدد نان تست گریل، 100 گرم ژامبون 98 %، 66 گرم قارچ گریل شده، یک عدد پنیر ورقه ای، کاهو، سس سفید مخصوص تیم فیت داخل تست، قطر مربع: 9 سانتی متر,Restaurant,اسنک و میان وعده,634621,150000,تست ژامبون پنیر,231ply
خوراک ها,خوراک سینه مرغ زعفرانی گریل,خوراک سینه مرغ زعفرانی گریل,300 گرم سینه مرغ زعفرانی گریل، طبخ بدون روغن روی گریل ذغالی، دورچین: بروکلی، کاهو، ذرت، لبو، بدون نان,Restaurant,اسنک و میان وعده,634614,410000,خوراک سینه مرغ زعفرانی گریل,231ply
سوخاری,ناگت مرغ,ناگت مرغ,300 گرم ناگت مرغ سوخاری، دورچین: 50 گرم سیب زمینی سرخ کرده، هویج آب پز، لیمو ترش، فلفل دلمه ای، دو عدد نان لواش، دو عدد سس کچاپ یک نفره شرکتی,Restaurant,اسنک و میان وعده,642819,520000,ناگت مرغ,2gxnol
سوخاری,ناگت مرغ,ناگت مرغ,300 گرم ناگت مرغ سوخاری، دورچین: 50 گرم سیب زمینی سرخ کرده، هویج آب پز، لیمو ترش، فلفل دلمه ای، دو عدد نان لواش، دو عدد سس کچاپ یک نفره شرکتی,Restaurant,اسنک و میان وعده,642819,520000,ناگت مرغ,2gxnol
پنینی,پنینی چیکنک,پنینی چیکنک,سینه مرغ گریل شده، پنیر ورقه ای گودا، بیبی اسفناج، سس اسپارو، سس امپراطور، سس کچاپ، نان چاودار برشته شده,Restaurant,اسنک و میان وعده,869674,168000,پنینی چیکنک,59x3km
پنینی,پنینی چیکنی,پنینی چیکنی,سینه مرغ گریل شده، پنیر ورقه ای گودا، بیبی اسفناج، سس اسپارو، سس امپراطور، سس کچاپ، نان چاودار برشته شده,Restaurant,اسنک و میان وعده,869675,288000,پنینی چیکنی,59x3km
پنینی,پنینی ژامینی,پنینی ژامینی,ژامبون مرغ 80 درصد، پنیر ورقه ای گودا، بیبی اسفناج، سس اسپارو، سس امپراطور، سس کچاپ، نان چاودار برشته شده,Restaurant,اسنک و میان وعده,869676,285000,پنینی ژامینی,59x3km
پنینی,پنینی پنوره,پنینی پنوره,سینه مرغ و پوره سیب زمینی طمع دار شده، نان چاودار برشته، اسفناج و سس مخصوص,Restaurant,اسنک و میان وعده,869677,298000,پنینی پنوره,59x3km
پنینی,پنینی پنوره,پنینی پنوره,سینه مرغ و پوره سیب زمینی طمع دار شده، نان چاودار برشته، اسفناج و سس مخصوص,Restaurant,اسنک و میان وعده,869677,298000,پنینی پنوره,59x3km
پنینی,پنینی پنورک,پنینی پنورک,سینه مرغ و پوره سیب زمینی طمع دار شده، نان چاودار برشته، اسفناج و سس مخصوص,Restaurant,اسنک و میان وعده,869678,178000,پنینی پنورک,59x3km
پنینی,پنینی رستینک,پنینی رستینک,گوشت گوساله رست شده، قارچ، پنیر چدار، ریحان، سس اسپارو، سس امپراطور، سس کچاپ، نان چاودار برشته شده,Restaurant,اسنک و میان وعده,869679,199000,پنینی رستینک,59x3km
پنینی,پنینی رستینی,پنینی رستینی,گوشت گوساله رست شده، قارچ، پنیر چدار، ریحان، سس اسپارو، سس امپراطور، سس کچاپ، نان چاودار برشته شده,Restaurant,اسنک و میان وعده,869680,368000,پنینی رستینی,59x3km
پنینی,پنینی دونینی,پنینی دونینی,دونر گوشت گوساله، پنیر گودا، اسفناج، نان چاودار برشته شده,Restaurant,اسنک و میان وعده,869671,298000,پنینی دونینی,59x3km
پنینی,پنینی ژامینک,پنینی ژامینک,ژامبون مرغ 80 درصد، پنیر ورقه ای گودا، بیبی اسفناج، سس اسپارو، سس امپراطور، سس کچاپ، نان چاودار برشته شده,Restaurant,اسنک و میان وعده,869673,155000,پنینی ژامینک,59x3km
سالاد و پیش غذا,سالاد سزار با مرغ گریل شده,سالاد سزار با مرغ گریل شده,دو عدد فیله مرغ گریل شده، کاهو، گوجه، زیتون، سس سزار،پنیر پارمسان، نان تست طعم دار شده,Restaurant,اسنک و میان وعده,414237,370000,سالاد سزار با مرغ گریل شده,566l8p
سالاد و پیش غذا,چیپس و پنیر و قارچ,چیپس و پنیر و قارچ,یک نفره,Restaurant,اسنک و میان وعده,297440,135000,چیپس و پنیر و قارچ,21y3nr
سالاد و پیش غذا,چیپس و پنیر و ژامبون,چیپس و پنیر و ژامبون,چیپس، پنیر، ژامبون میکس یک نفره,Restaurant,اسنک و میان وعده,297442,135000,چیپس و پنیر و ژامبون,21y3nr
سالاد و پیش غذا,سالاد کلم,سالاد کلم,100 گرم، کلم سفید، هویج، نخود فرنگی، ذرت، سس,Restaurant,اسنک و میان وعده,297445,50000,سالاد کلم,21y3nr
سالاد و پیش غذا,چیپس و پنیر ساده,چیپس و پنیر ساده,چیپس، پنیر,Restaurant,اسنک و میان وعده,297439,120000,چیپس و پنیر ساده,21y3nr
سالاد و پیش غذا,سالاد کلم,سالاد کلم,یک نفره، کلم، ذرت، نخود، هویج، سس,Restaurant,اسنک و میان وعده,669979,60000,سالاد کلم,2r6mwk
پنینی,پنینی فاهیتا مرغ,پنینی فاهیتا مرغ,150 گرم خلال سینه مرغ، خلال فلفل دلمه ای رنگی، خلال پیاز، ادویه تند مکزیکی، سس سالسا، نان چاباتا (تند),Restaurant,اسنک و میان وعده,1060877,550000,پنینی فاهیتا مرغ,2oxp9x
پنینی,پنینی ژامبون اسموکی,پنینی ژامبون اسموکی,150 گرم ژامبون اسموکی، قارچ، پنیر موزارلا، سس مخصوص، نان چاباتا,Restaurant,اسنک و میان وعده,1060873,450000,پنینی ژامبون اسموکی,2oxp9x
پنینی,پنینی بیف آفرود,پنینی بیف آفرود,150 گرم گوشت گردن گوساله، قارچ، پنیر گودا، پنیر موزارلا، سس مخصوص، نان چاباتا,Restaurant,اسنک و میان وعده,1060874,565000,پنینی بیف آفرود,2oxp9x
