product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code
آش و حلیم,آش رشته یک کیلوگرم,آش رشته,,Restaurant,حلیم و آش,676394,200000,یک کیلوگرم,5mmoyl
پیش غذا و سالاد,حلیم بادمجان,حلیم بادمجان,یک پرس، بادمجان، گوشت دنده گوسفندی، عدس، کشک، نعنا,Restaurant,حلیم و آش,1046879,310000,حلیم بادمجان,2w18wx
حلیم,حلیم یک پرس,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754219,110000,یک پرس,2nko9p
حلیم,حلیم یک پرس,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754219,110000,یک پرس,2nko9p
حلیم,حلیم یک کیلوگرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754220,180000,یک کیلوگرم,2nko9p
حلیم,حلیم یک کیلوگرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754220,180000,یک کیلوگرم,2nko9p
حلیم,حلیم 1.2 کیلوگرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754221,216000,1.2 کیلوگرم,2nko9p
حلیم,حلیم 1.2 کیلوگرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754221,216000,1.2 کیلوگرم,2nko9p
حلیم,حلیم 1.4 کیلوگرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754222,252000,1.4 کیلوگرم,2nko9p
حلیم,حلیم 1.4 کیلوگرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754222,252000,1.4 کیلوگرم,2nko9p
حلیم,حلیم 1.7  کیلوگرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754223,306000,1.7  کیلوگرم,2nko9p
حلیم,حلیم 1.7  کیلوگرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754223,306000,1.7  کیلوگرم,2nko9p
حلیم,حلیم 750 گرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754224,135000,750 گرم,2nko9p
حلیم,حلیم 750 گرم,حلیم,حلیم گندم کامل با گوشت گوسفندی ریش ریش شده، تزیین شده با کنجد، دارچین، شکر، روغن، بدون نان، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,754224,135000,750 گرم,2nko9p
آش,آش شله قلمکار یک پرس,آش شله قلمکار,"آش شله قلمکار با گوشت مخلوط گوساله و گوسفندی، سبزی آش، گندم، برنج و حبوبات، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754225,90000,یک پرس,2nko9p
آش,آش شله قلمکار یک کیلوگرم,آش شله قلمکار,"آش شله قلمکار با گوشت مخلوط گوساله و گوسفندی، سبزی آش، گندم، برنج و حبوبات، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754226,180000,یک کیلوگرم,2nko9p
آش,آش شله قلمکار 1.2 کیلوگرم,آش شله قلمکار,"آش شله قلمکار با گوشت مخلوط گوساله و گوسفندی، سبزی آش، گندم، برنج و حبوبات، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754227,216000,1.2 کیلوگرم,2nko9p
آش,آش شله قلمکار 1.7 کیلوگرم,آش شله قلمکار,"آش شله قلمکار با گوشت مخلوط گوساله و گوسفندی، سبزی آش، گندم، برنج و حبوبات، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754229,306000,1.7 کیلوگرم,2nko9p
آش,آش شله قلمکار ۷۵۰ گرم,آش شله قلمکار,"آش شله قلمکار با گوشت مخلوط گوساله و گوسفندی، سبزی آش، گندم، برنج و حبوبات، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754230,135000,۷۵۰ گرم,2nko9p
آش,آش شله قلمکار 1.4 کیلوگرم,آش شله قلمکار,"آش شله قلمکار با گوشت مخلوط گوساله و گوسفندی، سبزی آش، گندم، برنج و حبوبات، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754257,252000,1.4 کیلوگرم,2nko9p
آش,آش رشته یک پرس,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754252,90000,یک پرس,2nko9p
آش,آش رشته یک پرس,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754252,90000,یک پرس,2nko9p
آش,آش رشته یک کیلوگرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754253,180000,یک کیلوگرم,2nko9p
آش,آش رشته یک کیلوگرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754253,180000,یک کیلوگرم,2nko9p
آش,آش رشته ۷۵۰ گرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754254,135000,۷۵۰ گرم,2nko9p
آش,آش رشته ۷۵۰ گرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754254,135000,۷۵۰ گرم,2nko9p
آش,آش رشته 1.2 کیلوگرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754255,216000,1.2 کیلوگرم,2nko9p
آش,آش رشته 1.2 کیلوگرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754255,216000,1.2 کیلوگرم,2nko9p
آش,آش رشته 1.4 کیلوگرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754258,252000,1.4 کیلوگرم,2nko9p
آش,آش رشته 1.4 کیلوگرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754258,252000,1.4 کیلوگرم,2nko9p
آش,آش رشته 1.7 کیلوگرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754259,306000,1.7 کیلوگرم,2nko9p
آش,آش رشته 1.7 کیلوگرم,آش رشته,"آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، نعنا داغ، بدون نان، ارائه در ظرف بهداشتی 

",Restaurant,حلیم و آش,754259,306000,1.7 کیلوگرم,2nko9p
آش و حلیم,آش رشته یک کیلوگرم,آش رشته,آش رشته، پیاز داغ، نعنا، کشک,Restaurant,حلیم و آش,822046,160000,یک کیلوگرم,247z9l
آش و حلیم,آش رشته دو کیلوگرم,آش رشته,آش رشته، پیاز داغ، نعنا، کشک,Restaurant,حلیم و آش,822047,300000,دو کیلوگرم,247z9l
آش و حلیم,آش رشته 500 گرم,آش رشته,آش رشته، پیاز داغ، نعنا، کشک,Restaurant,حلیم و آش,822048,85000,500 گرم,247z9l
آش و حلیم,حلیم معجون مخصوص یک کیلوگرم,حلیم معجون مخصوص,,Restaurant,حلیم و آش,747528,150000,یک کیلوگرم,247z9l
آش و حلیم,حلیم معجون مخصوص یک کیلوگرم,حلیم معجون مخصوص,,Restaurant,حلیم و آش,747528,150000,یک کیلوگرم,247z9l
آش و حلیم,حلیم معجون مخصوص 500 گرم,حلیم معجون مخصوص,,Restaurant,حلیم و آش,747530,85000,500 گرم,247z9l
آش و حلیم,حلیم معجون مخصوص 500 گرم,حلیم معجون مخصوص,,Restaurant,حلیم و آش,747530,85000,500 گرم,247z9l
حلیم,آش شله قلمکار 1.5 کیلوگرم,آش شله قلمکار,با حبوبات و برنج ایرانی و گوشت تازه پیاز داغ ,Restaurant,حلیم و آش,846664,300000,1.5 کیلوگرم,547zzl
حلیم,آش شله قلمکار دو کیلوگرم,آش شله قلمکار,با حبوبات و برنج ایرانی و گوشت تازه پیاز داغ ,Restaurant,حلیم و آش,846667,400000,دو کیلوگرم,547zzl
حلیم,حلیم معجون دو کیلوگرم,حلیم معجون,همراه با تزئین دارچین، کنجد، گردو و روغن حیوانی، در ظرف گیاهی ,Restaurant,حلیم و آش,805713,440000,دو کیلوگرم,547zzl
حلیم,حلیم معجون 1.5 کیلوگرم,حلیم معجون,همراه با تزئین دارچین، کنجد، گردو و روغن حیوانی، در ظرف گیاهی ,Restaurant,حلیم و آش,811105,330000,1.5 کیلوگرم,547zzl
حلیم,حلیم معجون یک کیلوگرم,حلیم معجون,همراه با تزئین دارچین، کنجد، گردو و روغن حیوانی، در ظرف گیاهی ,Restaurant,حلیم و آش,811106,220000,یک کیلوگرم,547zzl
حلیم,آش رشته یک کیلوگرم,آش رشته,یک کیلوگرم آش رشته با بهترین حبوبات و رشته اصفهان همراه با پیاز داغ نعنا داغ ,Restaurant,حلیم و آش,846672,175000,یک کیلوگرم,547zzl
حلیم,آش رشته 1.5 کیلوگرم,آش رشته,یک کیلوگرم آش رشته با بهترین حبوبات و رشته اصفهان همراه با پیاز داغ نعنا داغ ,Restaurant,حلیم و آش,846674,263000,1.5 کیلوگرم,547zzl
حلیم,آش رشته دو کیلوگرم,آش رشته,یک کیلوگرم آش رشته با بهترین حبوبات و رشته اصفهان همراه با پیاز داغ نعنا داغ ,Restaurant,حلیم و آش,846677,350000,دو کیلوگرم,547zzl
حلیم,آش شیرازی  یک کیلوگرم,آش شیرازی ,,Restaurant,حلیم و آش,846679,180000,یک کیلوگرم,547zzl
حلیم,آش شیرازی  1.5 کیلوگرم,آش شیرازی ,,Restaurant,حلیم و آش,846683,270000,1.5 کیلوگرم,547zzl
حلیم,آش شیرازی  دو کیلوگرم,آش شیرازی ,,Restaurant,حلیم و آش,846686,360000,دو کیلوگرم,547zzl
حلیم,حلیم بوقلمون ,حلیم بوقلمون ,,Restaurant,حلیم و آش,1509330,150000,حلیم بوقلمون ,5zkrzg
حلیم,حلیم بوقلمون یک کیلوگرم,حلیم بوقلمون,یک کیلوگرم,Restaurant,حلیم و آش,758728,150000,یک کیلوگرم,5zkrzg
خوراک,خوراک حلیم بادمجان,خوراک حلیم بادمجان,,Restaurant,حلیم و آش,720110,185000,خوراک حلیم بادمجان,5x7xyz
غذای ایرانی,باقالی پلو با راسته گوسفندی,باقالی پلو با راسته گوسفندی,۲۵۰ تا ۲۰۰ گرم گوشت راستە گوسفندی با استخوان، ۲۵۰ گرم تا ۳۵۰ گرم باقالی پلو با برنج ایرانی، سس ویژە سرآشپز، بدون دورچین,Restaurant,حلیم و آش,749886,460000,باقالی پلو با راسته گوسفندی,2mmplg
غذای ایرانی,چلو گوشت با راسته گوسفندی,چلو گوشت با راسته گوسفندی,۲۵۰ تا ۲۰۰ گرم گوشت راسته گوسفندی با استخوان، ۲۵۰ گرم تا ۳۵۰ گرم برنج ایرانی، سس ویژه سرآشپز، بدون دورچین,Restaurant,حلیم و آش,749887,440000,چلو گوشت با راسته گوسفندی,2mmplg
آش,آش رشته مخصوص یک کیلوگرم,آش رشته مخصوص,یک کیلوگرم,Restaurant,حلیم و آش,872605,220000,یک کیلوگرم,5zkwxl
غذای اصلی,حلیم یک پرس (400 تا 500 گرم),حلیم,گوشت گوساله ریش ریش شده، گندم، بدون نان,Restaurant,حلیم و آش,892584,120000,یک پرس (400 تا 500 گرم),2o3p6y
غذای اصلی,حلیم یک کیلوگرم,حلیم,گوشت گوساله ریش ریش شده، گندم، بدون نان,Restaurant,حلیم و آش,892585,240000,یک کیلوگرم,2o3p6y
غذای اصلی,حلیم 1.5 کیلو گرم,حلیم,گوشت گوساله ریش ریش شده، گندم، بدون نان,Restaurant,حلیم و آش,892586,360000,1.5 کیلو گرم,2o3p6y
غذای اصلی,حلیم دو کیلو گرم,حلیم,گوشت گوساله ریش ریش شده، گندم، بدون نان,Restaurant,حلیم و آش,892587,480000,دو کیلو گرم,2o3p6y
غذای اصلی,حلیم سه کیلوگرم,حلیم,گوشت گوساله ریش ریش شده، گندم، بدون نان,Restaurant,حلیم و آش,892588,720000,سه کیلوگرم,2o3p6y
سرویس اضافه,پیاز داغ,پیاز داغ,پیاز داغ مخصوص آش، یک نفره، 5 گرم,Restaurant,حلیم و آش,892622,20000,پیاز داغ,2o3p6y
غذای اصلی,آش شله قلمکار  یک پرس (400 تا 500 گرم),آش شله قلمکار ,نخود، لوبیا، برنج ایرانی، جوانه ماش، بلغور، عدس، مرزه، ترخون، گوشت گوساله ریش ریش شده، بدون نان,Restaurant,حلیم و آش,892589,120000,یک پرس (400 تا 500 گرم),2o3p6y
غذای اصلی,آش شله قلمکار  یک کیلو گرم,آش شله قلمکار ,نخود، لوبیا، برنج ایرانی، جوانه ماش، بلغور، عدس، مرزه، ترخون، گوشت گوساله ریش ریش شده، بدون نان,Restaurant,حلیم و آش,892590,240000,یک کیلو گرم,2o3p6y
غذای اصلی,آش شله قلمکار  1.5 کیلو گرم,آش شله قلمکار ,نخود، لوبیا، برنج ایرانی، جوانه ماش، بلغور، عدس، مرزه، ترخون، گوشت گوساله ریش ریش شده، بدون نان,Restaurant,حلیم و آش,892591,360000,1.5 کیلو گرم,2o3p6y
غذای اصلی,آش شله قلمکار  دو کیلو گرم,آش شله قلمکار ,نخود، لوبیا، برنج ایرانی، جوانه ماش، بلغور، عدس، مرزه، ترخون، گوشت گوساله ریش ریش شده، بدون نان,Restaurant,حلیم و آش,892592,480000,دو کیلو گرم,2o3p6y
غذای اصلی,آش شله قلمکار  سه کیلو گرم,آش شله قلمکار ,نخود، لوبیا، برنج ایرانی، جوانه ماش، بلغور، عدس، مرزه، ترخون، گوشت گوساله ریش ریش شده، بدون نان,Restaurant,حلیم و آش,892593,720000,سه کیلو گرم,2o3p6y
غذای اصلی,آش رشته یک کیلو گرم,آش رشته,نخود، لوبیا، رشته، عدس، سبزیجات، کشک، پیاز داغ، نعنا داغ، بدون نان,Restaurant,حلیم و آش,892594,220000,یک کیلو گرم,2o3p6y
غذای اصلی,آش رشته 1.5 کیلو گرم,آش رشته,نخود، لوبیا، رشته، عدس، سبزیجات، کشک، پیاز داغ، نعنا داغ، بدون نان,Restaurant,حلیم و آش,892595,330000,1.5 کیلو گرم,2o3p6y
غذای اصلی,آش رشته دو کیلو گرم,آش رشته,نخود، لوبیا، رشته، عدس، سبزیجات، کشک، پیاز داغ، نعنا داغ، بدون نان,Restaurant,حلیم و آش,892596,440000,دو کیلو گرم,2o3p6y
غذای اصلی,آش رشته یک پرس (400 تا 500 گرم),آش رشته,نخود، لوبیا، رشته، عدس، سبزیجات، کشک، پیاز داغ، نعنا داغ، بدون نان,Restaurant,حلیم و آش,892597,110000,یک پرس (400 تا 500 گرم),2o3p6y
غذای اصلی,آش رشته سه کیلو گرم,آش رشته,نخود، لوبیا، رشته، عدس، سبزیجات، کشک، پیاز داغ، نعنا داغ، بدون نان,Restaurant,حلیم و آش,892598,660000,سه کیلو گرم,2o3p6y
غذای اصلی,آش دوغ یک پرس (400 تا 500 گرم),آش دوغ,دوغ، نخود، برنج ایرانی، بدون نان,Restaurant,حلیم و آش,892609,110000,یک پرس (400 تا 500 گرم),2o3p6y
غذای اصلی,آش دوغ یک کیلو گرم,آش دوغ,دوغ، نخود، برنج ایرانی، بدون نان,Restaurant,حلیم و آش,892610,220000,یک کیلو گرم,2o3p6y
غذای اصلی,آش دوغ 1.5 کیلو گرم,آش دوغ,دوغ، نخود، برنج ایرانی، بدون نان,Restaurant,حلیم و آش,892611,330000,1.5 کیلو گرم,2o3p6y
غذای اصلی,آش دوغ دو کیلو گرم,آش دوغ,دوغ، نخود، برنج ایرانی، بدون نان,Restaurant,حلیم و آش,892612,440000,دو کیلو گرم,2o3p6y
غذای اصلی,آش دوغ سه کیلوگرم,آش دوغ,دوغ، نخود، برنج ایرانی، بدون نان,Restaurant,حلیم و آش,892613,660000,سه کیلوگرم,2o3p6y
حلیم,حلیم مخصوص کباب خان یک کیلوگرم,حلیم مخصوص کباب خان,حلیم گندم، با گوشت بوقلمون، در ظرفهای کاملا گیاهی بهداشتی بسته بندی میشود,Restaurant,حلیم و آش,1589864,185000,یک کیلوگرم,2mmpx4
حلیم,حلیم مخصوص کباب خان 1.3 کیلوگرم,حلیم مخصوص کباب خان,حلیم گندم، با گوشت بوقلمون، در ظرفهای کاملا گیاهی بهداشتی بسته بندی میشود,Restaurant,حلیم و آش,1589865,220000,1.3 کیلوگرم,2mmpx4
حلیم,حلیم مخصوص کباب خان 1.5 کیلوگرم,حلیم مخصوص کباب خان,حلیم گندم، با گوشت بوقلمون، در ظرفهای کاملا گیاهی بهداشتی بسته بندی میشود,Restaurant,حلیم و آش,1589866,260000,1.5 کیلوگرم,2mmpx4
حلیم,حلیم مخصوص کباب خان دو کیلوگرم,حلیم مخصوص کباب خان,حلیم گندم، با گوشت بوقلمون، در ظرفهای کاملا گیاهی بهداشتی بسته بندی میشود,Restaurant,حلیم و آش,1589867,360000,دو کیلوگرم,2mmpx4
حلیم,حلیم مخصوص کباب خان یک کیلوگرم,حلیم مخصوص کباب خان,حلیم گندوم با گوشت بو قلمو در ظرفهای کاملا گیاهی بهداشتی بسته بندی میشود,Restaurant,حلیم و آش,1589864,185000,یک کیلوگرم,2mmpx4
حلیم,حلیم مخصوص کباب خان 1.3 کیلوگرم,حلیم مخصوص کباب خان,حلیم گندوم با گوشت بو قلمو در ظرفهای کاملا گیاهی بهداشتی بسته بندی میشود,Restaurant,حلیم و آش,1589865,220000,1.3 کیلوگرم,2mmpx4
حلیم,حلیم مخصوص کباب خان 1.5 کیلوگرم,حلیم مخصوص کباب خان,حلیم گندوم با گوشت بو قلمو در ظرفهای کاملا گیاهی بهداشتی بسته بندی میشود,Restaurant,حلیم و آش,1589866,260000,1.5 کیلوگرم,2mmpx4
حلیم,حلیم مخصوص کباب خان دو کیلوگرم,حلیم مخصوص کباب خان,حلیم گندوم با گوشت بو قلمو در ظرفهای کاملا گیاهی بهداشتی بسته بندی میشود,Restaurant,حلیم و آش,1589867,360000,دو کیلوگرم,2mmpx4
خوراک,یک سیخ جوجه کباب سرآشپز,یک سیخ جوجه کباب سرآشپز,یک سیخ جوجه کباب سینه مرغ سرآشپز 250 گرمی، دورچین: پیاز جعفری، لیمو ترش، بدون نان,Restaurant,حلیم و آش,969818,169000,یک سیخ جوجه کباب سرآشپز,2mmpx4
غذای سنتی,آش رشته یک کیلوگرم,آش رشته,یک کیلوگرم,Restaurant,حلیم و آش,941769,200000,یک کیلوگرم,5zknrz
خوراک,حلیم یک کیلوگرم,حلیم,یک کیلوگرم,Restaurant,حلیم و آش,917886,220000,یک کیلوگرم,5zknrz
آش و حلیم,حلیم مخصوص معجون یک کیلوگرم,حلیم مخصوص معجون,,Restaurant,حلیم و آش,883240,165000,یک کیلوگرم,2zknn1
آش و حلیم,حلیم مخصوص معجون یک پرس (500 تا 600 گرم),حلیم مخصوص معجون,,Restaurant,حلیم و آش,883241,84000,یک پرس (500 تا 600 گرم),2zknn1
آش و حلیم,حلیم مخصوص معجون 1.5 کیلوگرم,حلیم مخصوص معجون,,Restaurant,حلیم و آش,883244,247000,1.5 کیلوگرم,2zknn1
آش و حلیم,حلیم مخصوص معجون دو کیلوگرم,حلیم مخصوص معجون,,Restaurant,حلیم و آش,883246,330000,دو کیلوگرم,2zknn1
آش و حلیم,حلیم مخصوص معجون 2.5 کیلوگرم,حلیم مخصوص معجون,,Restaurant,حلیم و آش,883253,410000,2.5 کیلوگرم,2zknn1
آش و حلیم,آش رشته یک کیلوگرم,آش رشته,,Restaurant,حلیم و آش,859034,179000,یک کیلوگرم,269zm1
آش و حلیم,آش رشته یک پرس,آش رشته,,Restaurant,حلیم و آش,859035,79000,یک پرس,269zm1
آش و حلیم,حليم بره یک کیلوگرم,حليم بره,400 گرم، گوشت، گندم، کنجد، روغن کرمانشاهی,Restaurant,حلیم و آش,858974,189000,یک کیلوگرم,269zm1
آش و حلیم,حليم بره یک پرس,حليم بره,400 گرم، گوشت، گندم، کنجد، روغن کرمانشاهی,Restaurant,حلیم و آش,858975,79000,یک پرس,269zm1
آش و حلیم,آش شله قلمكار یک کیلوگرم,آش شله قلمكار,400 گرم، لوبیا، عدس، نخود، لوبیا چیتی، جو پرک، گوشت ریش ریش شده,Restaurant,حلیم و آش,859004,199000,یک کیلوگرم,269zm1
آش و حلیم,آش شله قلمكار یک پرس,آش شله قلمكار,400 گرم، لوبیا، عدس، نخود، لوبیا چیتی، جو پرک، گوشت ریش ریش شده,Restaurant,حلیم و آش,859005,99000,یک پرس,269zm1
خوراک,خوراک جوجه سر آشپز,خوراک جوجه سر آشپز, 	دورچین: گوجه، لیمو، فلفل، خیارشور,Restaurant,حلیم و آش,844779,145000,خوراک جوجه سر آشپز,59n7zk
حلیم,حلیم یک پرس,حلیم,450 گرم حلیم ,Restaurant,حلیم و آش,1548404,140000,یک پرس,5lzkw1
حلیم,حلیم یک کیلوگرم,حلیم,450 گرم حلیم ,Restaurant,حلیم و آش,1101202,300000,یک کیلوگرم,5lzkw1
حلیم,حلیم 1.5 کیلوگرم,حلیم,450 گرم حلیم ,Restaurant,حلیم و آش,1101203,450000,1.5 کیلوگرم,5lzkw1
حلیم,حلیم دو کیلوگرم,حلیم,450 گرم حلیم ,Restaurant,حلیم و آش,1101204,600000,دو کیلوگرم,5lzkw1
آش,آش دوغ پرسی,آش دوغ,,Restaurant,حلیم و آش,838632,140000,پرسی,5lzkw1
آش,آش دوغ یک کیلوگرم,آش دوغ,,Restaurant,حلیم و آش,838633,280000,یک کیلوگرم,5lzkw1
آش,آش دوغ 1.5 کیلوگرم,آش دوغ,,Restaurant,حلیم و آش,838634,420000,1.5 کیلوگرم,5lzkw1
آش,آش دوغ دو کیلوگرم,آش دوغ,,Restaurant,حلیم و آش,838636,560000,دو کیلوگرم,5lzkw1
آش,آش رشته پرسی,آش رشته,,Restaurant,حلیم و آش,838637,140000,پرسی,5lzkw1
آش,آش رشته یک کیلوگرم,آش رشته,,Restaurant,حلیم و آش,838638,280000,یک کیلوگرم,5lzkw1
آش,آش رشته 1.5 کیلوگرم,آش رشته,,Restaurant,حلیم و آش,838639,420000,1.5 کیلوگرم,5lzkw1
آش,آش رشته دو کیلوگرم,آش رشته,,Restaurant,حلیم و آش,838640,560000,دو کیلوگرم,5lzkw1
آش,آش شله قلمکار پرسی,آش شله قلمکار,,Restaurant,حلیم و آش,838641,140000,پرسی,5lzkw1
آش,آش شله قلمکار یک کیلوگرم,آش شله قلمکار,,Restaurant,حلیم و آش,838642,300000,یک کیلوگرم,5lzkw1
آش,آش شله قلمکار 1.5 کیلوگرم,آش شله قلمکار,,Restaurant,حلیم و آش,838644,450000,1.5 کیلوگرم,5lzkw1
آش,آش شله قلمکار دو کیلوگرم,آش شله قلمکار,,Restaurant,حلیم و آش,838645,600000,دو کیلوگرم,5lzkw1
پیش غذا,آش رشته  آش رشته,آش رشته,یک نفره,Cafe,حلیم و آش,935652,119000, آش رشته,5klmln
آش و حلیم,حلیم مخصوص  یک کیلوگرم,حلیم مخصوص ,یک کیلوگرم، گوشت تازه گوسفندی، گندم پوست کنده و ادویه جات  مخصوص حلیم,Restaurant,حلیم و آش,89409,160000,یک کیلوگرم,2nkng5
آش و حلیم,حلیم مخصوص  یک کیلوگرم,حلیم مخصوص ,یک کیلوگرم، گوشت تازه گوسفندی، گندم پوست کنده و ادویه جات  مخصوص حلیم,Restaurant,حلیم و آش,89409,160000,یک کیلوگرم,2nkng5
آش و حلیم ,حلیم 500 گرم,حلیم,± 50 گرم، گوشت گوساله ریش ریش شده، گندم، کنجد، دارچین، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,1553420,115000,500 گرم,2llwo2
آش و حلیم ,حلیم یک کیلوگرم,حلیم,± 50 گرم، گوشت گوساله ریش ریش شده، گندم، کنجد، دارچین، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,1100435,230000,یک کیلوگرم,2llwo2
آش و حلیم ,حلیم 1.5 کیلوگرم,حلیم,± 50 گرم، گوشت گوساله ریش ریش شده، گندم، کنجد، دارچین، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,1101064,345000,1.5 کیلوگرم,2llwo2
آش و حلیم ,حلیم دو کیلوگرم,حلیم,± 50 گرم، گوشت گوساله ریش ریش شده، گندم، کنجد، دارچین، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,1101070,460000,دو کیلوگرم,2llwo2
آش و حلیم ,حلیم 2.5 کیلوگرم,حلیم,± 50 گرم، گوشت گوساله ریش ریش شده، گندم، کنجد، دارچین، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,1101071,575000,2.5 کیلوگرم,2llwo2
آش و حلیم ,حلیم سه کیلوگرم,حلیم,± 50 گرم، گوشت گوساله ریش ریش شده، گندم، کنجد، دارچین، ارائه در ظرف بهداشتی,Restaurant,حلیم و آش,1101072,690000,سه کیلوگرم,2llwo2
سالاد و پیش غذا,سالاد شیرازی,سالاد شیرازی,200 گرم خیار، گوجه، سس مخصوص سر آشپز,Restaurant,حلیم و آش,95931,35000,سالاد شیرازی,5w77x5
