product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code,llm_validation,llm_confidence,llm_reason,llm_api_time_ms
سنگک,سنگک سنتی سبوس دار,سنگک سنتی سبوس دار,,Bakery,نان سنتی,51099,21000,سنگک سنتی سبوس دار,2mpx35,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
سنگک,سنگک سنتی سبوس و کنجد,سنگک سنتی سبوس و کنجد,,Bakery,نان سنتی,51100,25000,سنگک سنتی سبوس و کنجد,2mpx35,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
سنگک,سنگک سنتی کنجدی یک رو سفید,سنگک سنتی کنجدی یک رو سفید,,Bakery,نان سنتی,51101,23000,سنگک سنتی کنجدی یک رو سفید,2mpx35,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
سنگک,سنگک سنتی کنجدی دو رو سفید,سنگک سنتی کنجدی دو رو سفید,,Bakery,نان سنتی,51102,26000,سنگک سنتی کنجدی دو رو سفید,2mpx35,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
سنگک,سنگک سنتی کنجدی دو رو کنجد مشکی قهوه ای,سنگک سنتی کنجدی دو رو کنجد مشکی قهوه ای,,Bakery,نان سنتی,51103,22000,سنگک سنتی کنجدی دو رو کنجد مشکی قهوه ای,2mpx35,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
نان بربری,نان بربری ساده,نان بربری ساده,یک عدد,Bakery,نان سنتی,201248,10000,نان بربری ساده,2ox147,YES,0.95,The product name clearly includes 'بربری' and does not contain any of the excluded keywords.,19853
نان بربری,نان بربری کنجدی,نان بربری کنجدی,یک عدد,Bakery,نان سنتی,201249,15000,نان بربری کنجدی,2ox147,YES,0.95,The product name clearly includes 'بربری' and does not contain any of the excluded keywords.,19853
نان سنگک,نان سنگک ساده یک عدد,نان سنگک ساده,یک عدد,Bakery,نان سنتی,915921,20000,یک عدد,547rwp,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
نان سنگک,نان سنگک ساده بزرگ,نان سنگک ساده بزرگ,,Bakery,نان سنتی,918605,25000,نان سنگک ساده بزرگ,547rwp,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
نان سنگک,نان سنگک سبزی دار,نان سنگک سبزی دار,,Bakery,نان سنتی,918618,25000,نان سنگک سبزی دار,547rwp,YES,0.9,The product name clearly includes 'سنگک'; 'سبزی دار' (with vegetables/herbs) is a common variation and does not make it a 'نان فانتزی'.,19853
نان سنگک,نان سنگک یک رو سبزی و یک رو کنجد,نان سنگک یک رو سبزی و یک رو کنجد,,Bakery,نان سنتی,945687,35000,نان سنگک یک رو سبزی و یک رو کنجد,547rwp,YES,0.9,The product name clearly includes 'سنگک'; 'سبزی' (vegetables/herbs) is a common variation and does not make it a 'نان فانتزی'.,19853
نان سنگک,نان سنگک دو رو کنجد ویژه,نان سنگک دو رو کنجد ویژه,,Bakery,نان سنتی,945690,40000,نان سنگک دو رو کنجد ویژه,547rwp,YES,0.9,The product name clearly includes 'سنگک'; 'ویژه' (special) does not automatically categorize it as 'نان فانتزی'.,19853
نان سنگک,نان سنگک یک رو کنجد یک عدد,نان سنگک یک رو کنجد,یک عدد,Bakery,نان سنتی,915923,25000,یک عدد,547rwp,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
نان سنگک,نان سنگک دو رو کنجد یک عدد,نان سنگک دو رو کنجد,یک عدد,Bakery,نان سنتی,915925,30000,یک عدد,547rwp,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
نان سنگک,نان سنگک سبوس دار,نان سنگک سبوس دار,,Bakery,نان سنتی,915948,20000,نان سنگک سبوس دار,547rwp,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
نان سنگک,نان سنگک سنتی دو رو کنجد (یک عدد),نان سنگک سنتی دو رو کنجد (یک عدد),,Bakery,نان سنتی,1309540,20000,نان سنگک سنتی دو رو کنجد (یک عدد),59nx49,YES,0.95,The product name clearly includes 'سنگک' and does not contain any of the excluded keywords.,19853
نان سنگک,نان سنگک سنتی خشخاش کنجد,نان سنگک سنتی خشخاش کنجد,,Bakery,نان سنتی,611125,25000,نان سنگک سنتی خشخاش کنجد,59nx49,YES,0.9,The product name clearly includes 'سنگک'; 'خشخاش' (poppy seeds) is a traditional topping and does not make it a 'نان فانتزی'.,19853
نان سنگک,نان سنگک سنتی خشخاش ،سبزیجات,نان سنگک سنتی خشخاش ،سبزیجات,,Bakery,نان سنتی,611126,25000,نان سنگک سنتی خشخاش ،سبزیجات,59nx49,YES,0.9,The product name clearly includes 'سنگک'; 'خشخاش' and 'سبزیجات' are traditional or common toppings and do not make it a 'نان فانتزی'.,19853
نان سنگک,نان سنگک سبزیجات و چند مغز,نان سنگک سبزیجات و چند مغز,یک عدد,Bakery,نان سنتی,602515,25000,نان سنگک سبزیجات و چند مغز,59nx49,NO,0.9,"The inclusion of 'چند مغز' (mixed nuts) as an ingredient or topping for Sangak bread is not traditional and categorizes it as a 'نان فانتزی', which is explicitly excluded.",19853
نان سنگک,نان سنگک سنتی خشخاش و سبوس,نان سنگک سنتی خشخاش و سبوس,یک عدد,Bakery,نان سنتی,602516,25000,نان سنگک سنتی خشخاش و سبوس,59nx49,YES,0.95,The product name clearly includes 'سنگک'; 'خشخاش' and 'سبوس' are traditional additions and do not make it a 'نان فانتزی'.,19853
نان سنگک,نان سنگک سنتی سیاه دانه و سبوس,نان سنگک سنتی سیاه دانه و سبوس,یک عدد,Bakery,نان سنتی,602517,20000,نان سنگک سنتی سیاه دانه و سبوس,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی سیاه دانه و سبزیجات,نان سنگک سنتی سیاه دانه و سبزیجات,یک عدد,Bakery,نان سنتی,602518,20000,نان سنگک سنتی سیاه دانه و سبزیجات,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی سیاه دانه و کنجد,نان سنگک سنتی سیاه دانه و کنجد,یک عدد,Bakery,نان سنتی,602519,20000,نان سنگک سنتی سیاه دانه و کنجد,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی خشخاش ,نان سنگک سنتی خشخاش ,یک عدد,Bakery,نان سنتی,602520,25000,نان سنگک سنتی خشخاش ,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی کنجد و سبوس,نان سنگک سنتی کنجد و سبوس,یک عدد,Bakery,نان سنتی,602521,25000,نان سنگک سنتی کنجد و سبوس,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی میکس,نان سنگک سنتی میکس,یک عدد,Bakery,نان سنتی,588956,25000,نان سنگک سنتی میکس,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سبزیجات و سبوس,نان سنگک سبزیجات و سبوس,یک عدد,Bakery,نان سنتی,602510,25000,نان سنگک سبزیجات و سبوس,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سبزیجات و کنجد,نان سنگک سبزیجات و کنجد,یک عدد,Bakery,نان سنتی,602511,25000,نان سنگک سبزیجات و کنجد,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی ساده,نان سنگک سنتی ساده,یک عدد,Bakery,نان سنتی,588944,15000,نان سنگک سنتی ساده,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی دو رو کنجد,نان سنگک سنتی دو رو کنجد,یک عدد,Bakery,نان سنتی,588947,20000,نان سنگک سنتی دو رو کنجد,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی دو رو کنجد,نان سنگک سنتی دو رو کنجد,یک عدد,Bakery,نان سنتی,588947,20000,نان سنگک سنتی دو رو کنجد,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی پر کنجد,نان سنگک سنتی پر کنجد,یک عدد,Bakery,نان سنتی,588949,30000,نان سنگک سنتی پر کنجد,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی سبوسدار,نان سنگک سنتی سبوسدار,یک عدد,Bakery,نان سنتی,588950,20000,نان سنگک سنتی سبوسدار,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی سبزیجات,نان سنگک سنتی سبزیجات,یک عدد,Bakery,نان سنتی,588952,25000,نان سنگک سنتی سبزیجات,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی سیاه دانه,نان سنگک سنتی سیاه دانه,یک عدد,Bakery,نان سنتی,588953,20000,نان سنگک سنتی سیاه دانه,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی چند مغز,نان سنگک سنتی چند مغز,یک عدد,Bakery,نان سنتی,588954,25000,نان سنگک سنتی چند مغز,59nx49,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک ساده,نان سنگک ساده,,Bakery,نان سنتی,635799,25000,نان سنگک ساده,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک پر کنجد,نان سنگک پر کنجد,,Bakery,نان سنتی,771932,50000,نان سنگک پر کنجد,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سبوس و کنجد بزرگ,نان سنگک سبوس و کنجد بزرگ,,Bakery,نان سنتی,777219,50000,نان سنگک سبوس و کنجد بزرگ,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان کنجدی سنگک,نان کنجدی سنگک,,Bakery,نان سنتی,635800,25000,نان کنجدی سنگک,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سیاه دانه سنگک,نان سیاه دانه سنگک,,Bakery,نان سنتی,635801,50000,نان سیاه دانه سنگک,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان تخم خشخاش سنگک,نان تخم خشخاش سنگک,,Bakery,نان سنتی,635802,50000,نان تخم خشخاش سنگک,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سبوس دار سنگک,نان سبوس دار سنگک,,Bakery,نان سنتی,635803,35000,نان سبوس دار سنگک,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان چند مغز سنگک,نان چند مغز سنگک,,Bakery,نان سنتی,635804,70000,نان چند مغز سنگک,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان تخم آفتاب گردان سنگک,نان تخم آفتاب گردان سنگک,,Bakery,نان سنتی,635805,50000,نان تخم آفتاب گردان سنگک,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان تخم کتان سنگک,نان تخم کتان سنگک,,Bakery,نان سنتی,635806,50000,نان تخم کتان سنگک,2zkmm1,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی ساده,نان سنگک سنتی ساده,یک عدد,Bakery,نان سنتی,687984,15000,نان سنگک سنتی ساده,2x73yk,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی کنجدی بزرگ,نان سنگک سنتی کنجدی بزرگ,یک عدد,Bakery,نان سنتی,687986,35000,نان سنگک سنتی کنجدی بزرگ,2x73yk,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی سبوس دار بزرگ,نان سنگک سنتی سبوس دار بزرگ,یک عدد,Bakery,نان سنتی,687987,40000,نان سنگک سنتی سبوس دار بزرگ,2x73yk,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی سبزیجات بزرگ,نان سنگک سنتی سبزیجات بزرگ,یک عدد,Bakery,نان سنتی,687989,40000,نان سنگک سنتی سبزیجات بزرگ,2x73yk,YES,1.0,"The product name clearly includes 'نان سنگک' and does not match any exclusion criteria such as 'تافتون', 'نان های فانتزی', 'نان های شیرین', 'نان شرکتی', or 'آرد'.",23735
نان سنگک,نان سنگک سنتی خشخاش بزرگ,نان سنگک سنتی خشخاش بزرگ,یک عدد,Bakery,نان سنتی,687990,45000,نان سنگک سنتی خشخاش بزرگ,2x73yk,YES,1.0,The product name 'نان سنگک سنتی خشخاش بزرگ' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک سنتی سیاه دانه بزرگ,نان سنگک سنتی سیاه دانه بزرگ,یک عدد,Bakery,نان سنتی,687992,45000,نان سنگک سنتی سیاه دانه بزرگ,2x73yk,YES,1.0,The product name 'نان سنگک سنتی سیاه دانه بزرگ' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک سنتی ویژه برکت,نان سنگک سنتی ویژه برکت,یک عدد، سبزیجات، سیاه دانه، کنجد، خشخاش، سبوس,Bakery,نان سنتی,688005,60000,نان سنگک سنتی ویژه برکت,2x73yk,YES,1.0,The product name 'نان سنگک سنتی ویژه برکت' clearly includes 'نان سنگک' and the additional ingredients do not classify it as fancy or sweet bread.,16879
نان سنگک,نان سنگک خشخاش,نان سنگک خشخاش,یک عدد,Bakery,نان سنتی,682330,60000,نان سنگک خشخاش,2klz39,YES,1.0,The product name 'نان سنگک خشخاش' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک مغز تخمه,نان سنگک مغز تخمه,یک عدد,Bakery,نان سنتی,682337,60000,نان سنگک مغز تخمه,2klz39,YES,1.0,The product name 'نان سنگک مغز تخمه' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک یک رو کنجد,نان سنگک یک رو کنجد,یک عدد,Bakery,نان سنتی,684649,30000,نان سنگک یک رو کنجد,2klz39,YES,1.0,The product name 'نان سنگک یک رو کنجد' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک ساده,نان سنگک ساده,یک عدد,Bakery,نان سنتی,682300,25000,نان سنگک ساده,2klz39,YES,1.0,The product name 'نان سنگک ساده' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک کنجدی,نان سنگک کنجدی,یک عدد,Bakery,نان سنتی,682305,35000,نان سنگک کنجدی,2klz39,YES,1.0,The product name 'نان سنگک کنجدی' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک سبوس دار,نان سنگک سبوس دار,یک عدد,Bakery,نان سنتی,682307,50000,نان سنگک سبوس دار,2klz39,YES,1.0,The product name 'نان سنگک سبوس دار' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک سیاهدانه,نان سنگک سیاهدانه,یک عدد,Bakery,نان سنتی,682319,50000,نان سنگک سیاهدانه,2klz39,YES,1.0,The product name 'نان سنگک سیاهدانه' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک سبزیجات,نان سنگک سبزیجات,یک عدد,Bakery,نان سنتی,682326,50000,نان سنگک سبزیجات,2klz39,YES,1.0,The product name 'نان سنگک سبزیجات' clearly includes 'نان سنگک' and the addition of vegetables does not classify it as fancy or sweet bread.,16879
نان سنگک,نان سنگک کنجدی معمولی,نان سنگک کنجدی معمولی,,Bakery,نان سنتی,728975,30000,نان سنگک کنجدی معمولی,28kxoy,YES,1.0,The product name 'نان سنگک کنجدی معمولی' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک پر کنجد,نان سنگک پر کنجد,,Bakery,نان سنتی,728977,50000,نان سنگک پر کنجد,28kxoy,YES,1.0,The product name 'نان سنگک پر کنجد' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک سبوس دار,نان سنگک سبوس دار,,Bakery,نان سنتی,728978,40000,نان سنگک سبوس دار,28kxoy,YES,1.0,The product name 'نان سنگک سبوس دار' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک سبزیجات,نان سنگک سبزیجات,,Bakery,نان سنتی,728981,50000,نان سنگک سبزیجات,28kxoy,YES,1.0,The product name 'نان سنگک سبزیجات' clearly includes 'نان سنگک' and the addition of vegetables does not classify it as fancy or sweet bread.,16879
نان سنگک,نان سنگک سیاه دانه,نان سنگک سیاه دانه,,Bakery,نان سنتی,728983,50000,نان سنگک سیاه دانه,28kxoy,YES,1.0,The product name 'نان سنگک سیاه دانه' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک کنجد سفید,نان سنگک کنجد سفید,,Bakery,نان سنتی,728984,50000,نان سنگک کنجد سفید,28kxoy,YES,1.0,The product name 'نان سنگک کنجد سفید' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان سنگک,نان سنگک ساده بزرگ,نان سنگک ساده بزرگ,,Bakery,نان سنتی,728985,25000,نان سنگک ساده بزرگ,28kxoy,YES,1.0,The product name 'نان سنگک ساده بزرگ' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
نان بربری,نان بربری سبزیجات ,نان بربری سبزیجات ,یک عدد,Bakery,نان سنتی,745804,25000,نان بربری سبزیجات ,51o1ko,YES,1.0,The product name 'نان بربری سبزیجات' clearly includes 'نان بربری' and the addition of vegetables does not classify it as fancy or sweet bread.,16879
نان بربری,نان بربری کنجدی,نان بربری کنجدی,یک عدد,Bakery,نان سنتی,712780,20000,نان بربری کنجدی,51o1ko,YES,1.0,The product name 'نان بربری کنجدی' clearly includes 'نان بربری' and does not contain any excluded terms.,16879
نان بربری,نان بربری پر کنجد,نان بربری پر کنجد,یک عدد,Bakery,نان سنتی,712783,25000,نان بربری پر کنجد,51o1ko,YES,1.0,The product name 'نان بربری پر کنجد' clearly includes 'نان بربری' and does not contain any excluded terms.,16879
نان بربری,نان بربری سبوس دار,نان بربری سبوس دار,یک عدد,Bakery,نان سنتی,712784,25000,نان بربری سبوس دار,51o1ko,YES,1.0,The product name 'نان بربری سبوس دار' clearly includes 'نان بربری' and does not contain any excluded terms.,16879
نان بربری,نان بربری میکس کنجد و سبوس,نان بربری میکس کنجد و سبوس,یک عدد,Bakery,نان سنتی,712786,30000,نان بربری میکس کنجد و سبوس,51o1ko,YES,1.0,The product name 'نان بربری میکس کنجد و سبوس' clearly includes 'نان بربری' and does not contain any excluded terms.,16879
نان بربری,نان بربری میکس مغز تخمه و کنجد,نان بربری میکس مغز تخمه و کنجد,,Bakery,نان سنتی,839686,30000,نان بربری میکس مغز تخمه و کنجد,51o1ko,YES,1.0,The product name 'نان بربری میکس مغز تخمه و کنجد' clearly includes 'نان بربری' and does not contain any excluded terms.,16879
نان بربری,نان بربری ساده,نان بربری ساده,یک عدد,Bakery,نان سنتی,712779,15000,نان بربری ساده,51o1ko,YES,1.0,The product name 'نان بربری ساده' clearly includes 'نان بربری' and does not contain any excluded terms.,16879
سنگک,نان سنگک سنتی دو رو کنجد,نان سنگک سنتی دو رو کنجد,یک عدد,Bakery,نان سنتی,5020,30000,نان سنگک سنتی دو رو کنجد,5mkwk5,YES,1.0,The product name 'نان سنگک سنتی دو رو کنجد' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
سنگک,نان سنگک سنتی سبزیجات و سبوس بزرگ,نان سنگک سنتی سبزیجات و سبوس بزرگ,یک عدد شامل کنجد دورو  سبوس وسبزیجات ,Bakery,نان سنتی,5028,30000,نان سنگک سنتی سبزیجات و سبوس بزرگ,5mkwk5,YES,1.0,The product name 'نان سنگک سنتی سبزیجات و سبوس بزرگ' clearly includes 'نان سنگک' and the additional ingredients do not classify it as fancy or sweet bread.,16879
سنگک,نان سنگک مخصوص ,نان سنگک مخصوص ,سبزیجات، چند مغز مخصوص,Bakery,نان سنتی,1205455,45000,نان سنگک مخصوص ,5mkwk5,YES,1.0,The product name 'نان سنگک مخصوص' clearly includes 'نان سنگک' and the description 'سبزیجات، چند مغز مخصوص' does not classify it as fancy or sweet bread.,16879
سنگک,نان سنگک سنتی ساده,نان سنگک سنتی ساده,یک عدد,Bakery,نان سنتی,5021,20000,نان سنگک سنتی ساده,5mkwk5,YES,1.0,The product name 'نان سنگک سنتی ساده' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
سنگک,نان سنگک سنتی یک رو کنجد,نان سنگک سنتی یک رو کنجد,یک عدد,Bakery,نان سنتی,5022,25000,نان سنگک سنتی یک رو کنجد,5mkwk5,YES,1.0,The product name 'نان سنگک سنتی یک رو کنجد' clearly includes 'نان سنگک' and does not contain any excluded terms.,16879
