product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code
نوشیدنی سرد,اسموتی آناناس توت فرنگی,اسموتی آناناس توت فرنگی,400 میلی لیتر، توت فرنگی، آب آناناس، یخ,Cafe,اسموتی و شیک,1452422,130000,اسموتی آناناس توت فرنگی,5w3k3r
نوشیدنی سرد,اسموتی آناناس توت فرنگی,اسموتی آناناس توت فرنگی,400 میلی لیتر، توت فرنگی، آب آناناس، یخ,Cafe,اسموتی و شیک,1452422,130000,اسموتی آناناس توت فرنگی,5w3k3r
نوشیدنی سرد,اسموتی آناناس توت فرنگی,اسموتی آناناس توت فرنگی,400 میلی لیتر، توت فرنگی، آب آناناس، یخ,Cafe,اسموتی و شیک,1452422,130000,اسموتی آناناس توت فرنگی,5w3k3r
نوشیدنی سرد,اسموتی هندوانه,اسموتی هندوانه,400 میلی لیتر، هندوانه، یخ,Cafe,اسموتی و شیک,1452424,120000,اسموتی هندوانه,5w3k3r
نوشیدنی سرد,اسموتی هندوانه,اسموتی هندوانه,400 میلی لیتر، هندوانه، یخ,Cafe,اسموتی و شیک,1452424,120000,اسموتی هندوانه,5w3k3r
نوشیدنی سرد,اسموتی هندوانه,اسموتی هندوانه,400 میلی لیتر، هندوانه، یخ,Cafe,اسموتی و شیک,1452424,120000,اسموتی هندوانه,5w3k3r
نوشیدنی سرد,اسموتی هندوانه,اسموتی هندوانه,400 میلی لیتر، هندوانه، یخ,Cafe,اسموتی و شیک,1452424,120000,اسموتی هندوانه,5w3k3r
اسموتی,اسموتی صورتی,اسموتی صورتی,500 میلی لیتر شامل توت فرنگی، آب پرتقال خونی، عسل، ماست و یخ,Restaurant,اسموتی و شیک,869701,130000,اسموتی صورتی,59x3km
اسموتی,اسموتی بری,اسموتی بری,400 میلی لیتر، ترکیب توت فرنگی، شاتوت، لیموناد، آلبالو، سیروپ آدامس، سیروپ هندوانه,Cafe,اسموتی و شیک,1498711,202000,اسموتی بری,5nl711
اسموتی,اسموتی کولادا,اسموتی کولادا,400 میلی لیتر، ترکیب انبه، آناناس، پشن فروت، نارگیل، لیموناد، آلوئه ورا,Cafe,اسموتی و شیک,1498713,202000,اسموتی کولادا,5nl711
شیک,شیک بادام زمینی,شیک بادام زمینی,400 میلی لیتر,Cafe,اسموتی و شیک,280801,210000,شیک بادام زمینی,21y1zl
گلاسه,کافه گلاسه,کافه گلاسه,400 میلی لیتر,Cafe,اسموتی و شیک,280802,210000,کافه گلاسه,21y1zl
گلاسه,شکلات گلاسه,شکلات گلاسه,400 میلی لیتر,Cafe,اسموتی و شیک,280803,210000,شکلات گلاسه,21y1zl
شیک,شیک وانیل,شیک وانیل,400 میلی لیتر,Cafe,اسموتی و شیک,280797,175000,شیک وانیل,21y1zl
شیک,شیک نوتلا,شیک نوتلا,400 میلی لیتر,Cafe,اسموتی و شیک,280798,210000,شیک نوتلا,21y1zl
شیک,شیک اسپرسو,شیک اسپرسو,400 میلی لیتر,Cafe,اسموتی و شیک,280799,210000,شیک اسپرسو,21y1zl
شیک,شیک توت فرنگی,شیک توت فرنگی,400 میلی لیتر,Cafe,اسموتی و شیک,280800,195000,شیک توت فرنگی,21y1zl
شیک,شیک لوتوس,شیک لوتوس,,Restaurant,اسموتی و شیک,920796,190000,شیک لوتوس,2nlpwm
شیک,شیک لوتوس,شیک لوتوس,,Restaurant,اسموتی و شیک,920796,190000,شیک لوتوس,2nlpwm
شیک,شیک موز شکلات,شیک موز شکلات,,Restaurant,اسموتی و شیک,920797,170000,شیک موز شکلات,2nlpwm
شیک,شیک موز شکلات,شیک موز شکلات,,Restaurant,اسموتی و شیک,920797,170000,شیک موز شکلات,2nlpwm
شیک,شیک نوتلا,شیک نوتلا,,Restaurant,اسموتی و شیک,920798,180000,شیک نوتلا,2nlpwm
شیک,شیک نوتلا,شیک نوتلا,,Restaurant,اسموتی و شیک,920798,180000,شیک نوتلا,2nlpwm
گلاسه و بستنی,کافه گلاسه,کافه گلاسه,,Restaurant,اسموتی و شیک,920800,190000,کافه گلاسه,2nlpwm
گلاسه و بستنی,کافه گلاسه,کافه گلاسه,,Restaurant,اسموتی و شیک,920800,190000,کافه گلاسه,2nlpwm
گلاسه و بستنی,گلاسه قهوه,گلاسه قهوه,,Restaurant,اسموتی و شیک,920802,180000,گلاسه قهوه,2nlpwm
گلاسه و بستنی,گلاسه قهوه,گلاسه قهوه,,Restaurant,اسموتی و شیک,920802,180000,گلاسه قهوه,2nlpwm
شیک,شیک اسپرسو,شیک اسپرسو,,Restaurant,اسموتی و شیک,920788,170000,شیک اسپرسو,2nlpwm
شیک,شیک اسپرسو,شیک اسپرسو,,Restaurant,اسموتی و شیک,920788,170000,شیک اسپرسو,2nlpwm
شیک,شیک بادام زمینی,شیک بادام زمینی,,Restaurant,اسموتی و شیک,920790,190000,شیک بادام زمینی,2nlpwm
شیک,شیک بادام زمینی,شیک بادام زمینی,,Restaurant,اسموتی و شیک,920790,190000,شیک بادام زمینی,2nlpwm
شیک,شیک انبه,شیک انبه,,Restaurant,اسموتی و شیک,920793,190000,شیک انبه,2nlpwm
شیک,شیک انبه,شیک انبه,,Restaurant,اسموتی و شیک,920793,190000,شیک انبه,2nlpwm
شیک,شیک توت فرنگی,شیک توت فرنگی,,Restaurant,اسموتی و شیک,920795,170000,شیک توت فرنگی,2nlpwm
شیک,شیک توت فرنگی,شیک توت فرنگی,,Restaurant,اسموتی و شیک,920795,170000,شیک توت فرنگی,2nlpwm
شیک,شیک وانیل,شیک وانیل,,Cafe,اسموتی و شیک,1108980,285000,شیک وانیل,5zlw14
شیک,شیک نوتلا,شیک نوتلا,,Cafe,اسموتی و شیک,1108976,295000,شیک نوتلا,5zlw14
شیک,شیک موز,شیک موز,,Cafe,اسموتی و شیک,1108978,285000,شیک موز,5zlw14
شیک,شیک ورزشی وی,شیک ورزشی وی, کره بادام زمینی، پروتئین وی,Cafe,اسموتی و شیک,497072,230000,شیک ورزشی وی,21y679
شیک,شیک شکلات,شیک شکلات, ,Cafe,اسموتی و شیک,497063,160000,شیک شکلات,21y679
شیک,شیک پیناکولادا,شیک پیناکولادا, ,Cafe,اسموتی و شیک,383075,191000,شیک پیناکولادا,2p84zy
شیک,شیک چری بری,شیک چری بری, ,Cafe,اسموتی و شیک,383073,189000,شیک چری بری,2p84zy
شیک,شیک توت فرنگی,شیک توت فرنگی, ,Cafe,اسموتی و شیک,383102,210000,شیک توت فرنگی,2p84zy
شیک,شیک پروتئین,شیک پروتئین, ,Cafe,اسموتی و شیک,383084,270000,شیک پروتئین,2p84zy
شیک,شیک پروتئین شکلات,شیک پروتئین شکلات," میکس شیر، موز، شکلات، یک اسکوپ پروتئین وی، کره بادام زمینی، پودر شکلات

",Cafe,اسموتی و شیک,383081,290000,شیک پروتئین شکلات,2p84zy
شیک,شیک پروتئین اسپرسو,شیک پروتئین اسپرسو," میکس شیر، اسپرسو موز، عسل، کره بادام زمینی، یک اسکوپ پروتیین وی

",Cafe,اسموتی و شیک,383080,335000,شیک پروتئین اسپرسو,2p84zy
شیک,شیک وانیل,شیک وانیل, ,Cafe,اسموتی و شیک,383107,185000,شیک وانیل,2p84zy
میلک شیک,شیک قهوه 330 میلی لیتر,شیک قهوه,بستی وانیلی، فرنچ وانیل,Cafe,اسموتی و شیک,434177,85000,330 میلی لیتر,5zlnw8
میلک شیک,شیک کافی بنانا 330 میلی لیتر,شیک کافی بنانا,موز، اسپرسو، شیر، سیروپ فندق,Cafe,اسموتی و شیک,434174,105000,330 میلی لیتر,5zlnw8
اسموتی,اسموتی سیب کیوی با آب سیب,اسموتی سیب کیوی با آب سیب,۴۰۰ سیسی میکس میوه طبیعی سیب با کیوی با آب سیب ,Cafe,اسموتی و شیک,1163972,200000,اسموتی سیب کیوی با آب سیب,2lw46o
اسموتی,اسموتی سیب و کیوی با شیر,اسموتی سیب و کیوی با شیر,۴۰۰ سی سی میکس میوه طبیعی سیب با کیوی و شیر,Cafe,اسموتی و شیک,1164016,200000,اسموتی سیب و کیوی با شیر,2lw46o
اسموتی,اسموتی موز و توت فرنگی با آب گاز دار,اسموتی موز و توت فرنگی با آب گاز دار,میکس میوه طبیعی موز و توت فرنگی با آب گاز دار توت فرنگی,Cafe,اسموتی و شیک,1164017,250000,اسموتی موز و توت فرنگی با آب گاز دار,2lw46o
اسموتی,اسموتی موز و توت فرنگی با شیر,اسموتی موز و توت فرنگی با شیر,,Cafe,اسموتی و شیک,1164018,250000,اسموتی موز و توت فرنگی با شیر,2lw46o
اسموتی,اسموتی میوه های جنگلی,اسموتی میوه های جنگلی,اسموتی شاتوت، زغال اخته، آلبالو، لواشک,Cafe,اسموتی و شیک,496966,200000,اسموتی میوه های جنگلی,2zln89
اسموتی,گرین پیچ,گرین پیچ,اسموتی گرین، سیب، هلو,Cafe,اسموتی و شیک,496967,190000,گرین پیچ,2zln89
اسموتی,ملونیکا,ملونیکا,اسموتی طالبی، موز، شیر، نارگیل,Cafe,اسموتی و شیک,496958,160000,ملونیکا,2zln89
اسموتی,اسموتی مخصوص لوکا,اسموتی مخصوص لوکا,اسموتی انبه، موز، پسته، آناناس,Cafe,اسموتی و شیک,496959,220000,اسموتی مخصوص لوکا,2zln89
اسموتی,اسموتی استوایی,اسموتی استوایی,اسموتی توت فرنگی، انبه، سیب,Cafe,اسموتی و شیک,496960,190000,اسموتی استوایی,2zln89
اسموتی,اسموتی هاوایی,اسموتی هاوایی,اسموتی توت فرنگی، هلو، بلوبری,Cafe,اسموتی و شیک,496962,180000,اسموتی هاوایی,2zln89
اسموتی,میلکا,میلکا,اسموتی موز، شیر، نارگیل,Cafe,اسموتی و شیک,496964,170000,میلکا,2zln89
اسموتی,سینامون,سینامون, اسموتی وانیل، دارچین، سیب,Cafe,اسموتی و شیک,496965,190000,سینامون,2zln89
اسموتی,پاین اپل,پاین اپل, اسموتی آناناس، وانیل، توت فرنگی,Cafe,اسموتی و شیک,496956,180000,پاین اپل,2zln89
اسموتی,کانتیننتال,کانتیننتال,اسموتی موز، سیب، توت فرنگی,Cafe,اسموتی و شیک,496957,170000,کانتیننتال,2zln89
اسموتی,اسموتی وری بری,اسموتی وری بری, ,Cafe,اسموتی و شیک,467517,165000,اسموتی وری بری,2gx483
اسموتی,اسموتی کول تایم,اسموتی کول تایم, ,Cafe,اسموتی و شیک,467518,160000,اسموتی کول تایم,2gx483
اسموتی,اسموتی تروپیکال تریت,اسموتی تروپیکال تریت, ,Cafe,اسموتی و شیک,467519,140000,اسموتی تروپیکال تریت,2gx483
شیک,شیک شکلات,شیک شکلات, ,Cafe,اسموتی و شیک,467509,120000,شیک شکلات,2gx483
شیک,شیک کوکی,شیک کوکی, ,Cafe,اسموتی و شیک,467502,188000,شیک کوکی,2gx483
شیک,شیک دبل چاکلت,شیک دبل چاکلت, ,Cafe,اسموتی و شیک,467503,125000,شیک دبل چاکلت,2gx483
شیک,شیک توت فرنگی,شیک توت فرنگی, ,Cafe,اسموتی و شیک,467504,125000,شیک توت فرنگی,2gx483
شیک,شیک شاتوت,شیک شاتوت, ,Cafe,اسموتی و شیک,467505,125000,شیک شاتوت,2gx483
شیک,شیک انبه,شیک انبه, ,Cafe,اسموتی و شیک,467506,125000,شیک انبه,2gx483
شیک,شیک بادام زمینی و کارامل,شیک بادام زمینی و کارامل, ,Cafe,اسموتی و شیک,467507,125000,شیک بادام زمینی و کارامل,2gx483
شیک,شیک قهوه,شیک قهوه, ,Cafe,اسموتی و شیک,467508,120000,شیک قهوه,2gx483
شیک,شیک پسته,شیک پسته, ,Cafe,اسموتی و شیک,467499,216000,شیک پسته,2gx483
شیک,شیک اسمارتیز,شیک اسمارتیز, ,Cafe,اسموتی و شیک,467501,178000,شیک اسمارتیز,2gx483
اسموتی,اسموتی بلو هاوایی,اسموتی بلو هاوایی," یک لیوان ۴۰۰ میلی لیتر، پیناکولادا، موز، آناناس، لیموترش، بلوکارسایو، یخ

",Cafe,اسموتی و شیک,529632,139000,اسموتی بلو هاوایی,5oxoxw
اسموتی,اسموتی واتر لمن,اسموتی واتر لمن, ,Cafe,اسموتی و شیک,529642,129000,اسموتی واتر لمن,5oxoxw
اسموتی,اسموتی استرابری کراش,اسموتی استرابری کراش, ,Cafe,اسموتی و شیک,529644,89000,اسموتی استرابری کراش,5oxoxw
اسموتی,اسموتی شکلات دارچین,اسموتی شکلات دارچین,"400میلی لیتر
بر پایه موز، مغزیجات، خرما و شکلات",Restaurant,اسموتی و شیک,532441,158000,اسموتی شکلات دارچین,2nlwoz
اسموتی,اسموتی انبه پرتقال,اسموتی انبه پرتقال,400 میلی لیتر برپایه ترکیب میوه های استوایی و مرکبات و دانه چیا,Restaurant,اسموتی و شیک,532442,158000,اسموتی انبه پرتقال,2nlwoz
اسموتی,اسموتی انار انگور,اسموتی انار انگور,400 میلی لیتر بر پایه ترکیبات میوه های قرمز، انگور، سیب,Restaurant,اسموتی و شیک,532443,164000,اسموتی انار انگور,2nlwoz
اسموتی,اسموتی توت فرنگی نارگیل,اسموتی توت فرنگی نارگیل,400 میلی لیتر بر پایه توت فرنگی، نارگیل، موز,Restaurant,اسموتی و شیک,532444,166000,اسموتی توت فرنگی نارگیل,2nlwoz
اسموتی,اسموتی سیب آووکادو,اسموتی سیب آووکادو,400 میلی لیتر بر پایه آووکادو تازه، سیب سبز، کیوی,Restaurant,اسموتی و شیک,532445,204000,اسموتی سیب آووکادو,2nlwoz
اسموتی,اسموتی سیب و دارچین  اسموتی سیب و دارچین	,اسموتی سیب و دارچین , ,Ice Cream and Juice Shop,اسموتی و شیک,375785,160000,اسموتی سیب و دارچین	,531lym
اسموتی,اسموتی کافی و کارامل اسموتی کافی و کارامل	,اسموتی کافی و کارامل, ,Ice Cream and Juice Shop,اسموتی و شیک,375790,160000,اسموتی کافی و کارامل	,531lym
شیک ,شیک توت فرنگی  شیک توت فرنگی	,شیک توت فرنگی , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375732,130000,شیک توت فرنگی	,531lym
شیک ,شیک وانیل  شیک وانیل	,شیک وانیل ,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375734,130000,شیک وانیل	,531lym
شیک ,شیک وانیل  شیک وانیل	,شیک وانیل ,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375734,130000,شیک وانیل	,531lym
شیک ,شیک بادام زمینی  شیک بادام زمینی	,شیک بادام زمینی ,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375736,140000,شیک بادام زمینی	,531lym
شیک ,شیک بادام زمینی  شیک بادام زمینی	,شیک بادام زمینی ,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375736,140000,شیک بادام زمینی	,531lym
شیک ,شیک بادام زمینی و نوتلا  شیک بادام زمینی و نوتلا	,شیک بادام زمینی و نوتلا ,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375737,150000,شیک بادام زمینی و نوتلا	,531lym
شیک ,شیک انبه شیک انبه	,شیک انبه, 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375725,130000,شیک انبه	,531lym
شیک ,شیک شاتوت  شیک شاتوت	,شیک شاتوت , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375726,130000,شیک شاتوت	,531lym
شیک ,شیک طالبی  شیک طالبی	,شیک طالبی , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375727,130000,شیک طالبی	,531lym
شیک ,شیک زعفران پسته  شیک زعفران پسته	,شیک زعفران پسته , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375728,140000,شیک زعفران پسته	,531lym
شیک ,شیک کره و گردو  شیک کره و گردو	,شیک کره و گردو , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375730,130000,شیک کره و گردو	,531lym
شیک ,شیک زعفران  شیک زعفران	,شیک زعفران , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375731,130000,شیک زعفران	,531lym
شیک ,شیک دارک  شیک دارک	,شیک دارک , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375421,120000,شیک دارک	,531lym
شیک ,شیک سیب ترش  شیک سیب ترش	,شیک سیب ترش , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375704,110000,شیک سیب ترش	,531lym
شیک ,شیک کارامل  شیک کارامل	,شیک کارامل ,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375705,130000,شیک کارامل	,531lym
شیک ,شیک نسکافه  شیک نسکافه	,شیک نسکافه ,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375719,130000,شیک نسکافه	,531lym
شیک ,شیک نسکافه  شیک نسکافه	,شیک نسکافه ,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375719,130000,شیک نسکافه	,531lym
شیک ,شیک موز و شکلات  شیک موز و شکلات	,شیک موز و شکلات , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375721,130000,شیک موز و شکلات	,531lym
شیک ,شیک موز و شکلات  شیک موز و شکلات	,شیک موز و شکلات , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375721,130000,شیک موز و شکلات	,531lym
شیک ,شیک بلوبری  شیک بلوبری	,شیک بلوبری , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375723,110000,شیک بلوبری	,531lym
شیک ,شیک نارگیل  شیک نارگیل	,شیک نارگیل , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375724,130000,شیک نارگیل	,531lym
شیک ,شیک نوتلا شیک نوتلا	,شیک نوتلا,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375408,140000,شیک نوتلا	,531lym
شیک ,شیک نوتلا شیک نوتلا	,شیک نوتلا,  500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375408,140000,شیک نوتلا	,531lym
شیک ,شیک دبل پسته  شیک دبل پسته	,شیک دبل پسته , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375418,130000,شیک دبل پسته	,531lym
شیک ,شیک وانیل پسته  شیک وانیل پسته	,شیک وانیل پسته , 500 میلی لیتر,Ice Cream and Juice Shop,اسموتی و شیک,375420,140000,شیک وانیل پسته	,531lym
شیک,شیک پینک,شیک پینک,۳۰۰ گرم یستنی وانیلی،۱۰ عدد تمشک،۳ عدد توت فرنگی,Cafe,اسموتی و شیک,366178,196000,شیک پینک,2p89zx
اسموتی,اسموتی لیمو انبه,اسموتی لیمو انبه,آب لیمو تازه، انبه، یخ,Cafe,اسموتی و شیک,558710,159000,اسموتی لیمو انبه,2my18x
اسموتی,اسموتی لیمو انبه,اسموتی لیمو انبه,آب لیمو تازه، انبه، یخ,Cafe,اسموتی و شیک,558710,159000,اسموتی لیمو انبه,2my18x
اسموتی,رد اسموتی,رد اسموتی,,Cafe,اسموتی و شیک,558709,159000,رد اسموتی,2my18x
اسموتی,رد اسموتی,رد اسموتی,,Cafe,اسموتی و شیک,558709,159000,رد اسموتی,2my18x
